word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/30/lemma/@_entry,word/30/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/51/lemma/@_entry,word/51/lemma/@_POS
kai\,καί,conjunction,dia/rroiai,διάρροια,noun,me\n,μέν,particle,paidi/oisi,παίδιον,noun,kai\,καί,conjunction,meiraki/oisi,μειράκιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dusenteri/h,δυσεντερία,noun,de\,δέ,particle,a)kma/zousi,ἀκμάζω,verb,kai\,καί,conjunction,ne/oisi,νέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gh=ras,γῆρας,noun,de\,δέ,particle,dusalqe\s,δυσαλθής,adverb,kai\,καί,conjunction,e)s,εἰς,preposition,w)teilh/n,ὠτειλή,noun,xro/nion,χρόνιος,adjective,ta\,ὁ,article,de\,δέ,particle,a)nesqio/mena,ἀνεσθίω,verb,ge/rousi,γέρων,noun,a)h/qea,ἀήθης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,ai(morragi/h,αἱμορραγία,noun,cu/mfwnos,σύμφωνος,adjective,gh/ra|,γῆρας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,e)pi\,ἐπί,preposition,dusenteri/h|si,δυσεντερία,noun,kai\,καί,conjunction,e(/lkesi,ἕλκος,noun,plate/si,πλατύς,adjective,kai\,καί,conjunction,ka/rta,κάρτα,adverb,baqe/si,βαθύς,adjective,tw=n,ὁ,article,a)/nw,ἄνω,adverb,e)nte/rwn,ἔντερον,noun,w)teilai\,ὠτειλή,noun,e)ggi/gnwntai,ἐγγίγνομαι,verb,puknai\,πυκνός,adjective,paxei=ai,παχύς,adjective,stere/mnioi,στερέμνιος,adjective,ta\,ὁ,article,siti/a,σιτίον,noun,e)k,ἐκ,preposition,tw=nde,ὅδε,pronoun,e)s,εἰς,preposition,ta\,ὁ,article,ka/tw,κάτος,adjective,diekqe/ei,διεκθέω,verb,u(gra\,ὑγρός,adjective,a)dia/kri,,,ta,,,tou=,ὁ,article,trofi/mou,τρόφιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,tw=n,ὁ,article,e)nte/rwn,ἔντερον,noun,a)raio\n,ἀραιός,adjective,di',διά,preposition,ou(=per,οὗπερ,adverb,e)s,εἰς,preposition,th\n,ὁ,article,a)/nw,ἄνω,adverb,forh\n,φορά,noun,h(,ὁ,article,trofh\,τροφή,noun,a)nai/+ssei,ἀνᾴσσω,verb,a)pe/kleisen,ἀποκλείω,verb,h(,ὁ,article,w)teilh/,ὠτειλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)trofi/h,ἀτροφία,noun,ou)=n,οὖν,particle,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,i)/sxei,ἴσχω,verb,kai\,καί,conjunction,a)xroi/h,,,kai\,καί,conjunction,a)toni/h,ἀτονία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)piklhn,,,to\,ὁ,article,pa/qos,πάθος,adjective,leienteri/h,λειεντερία,noun,i)/sxei,ἴσχω,verb,to\,ὁ,article,e)pi\,ἐπί,preposition,th=|,ὁ,article,ou)lh=|,οὐλή,noun,le/gw,λέγω,verb,tw=n,ὁ,article,e)nte/rwn,ἔντερον,noun,tou)/noma,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,me\n,μέν,particle,e)c,ἐκ,preposition,e(lke/wn,ἕλκος,noun,e)sti\,εἰμί,verb,h(,ὁ,article,pa/qh,πάθη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llote,ἄλλοτε,adverb,de\,δέ,particle,e)/ntera,ἔντερον,noun,me\n,μέν,particle,w)teilh\n,ὠτειλή,noun,ou)k,οὐ,adverb,i)/sxei,ἴσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/qos,ἔθος,noun,de\,δέ,particle,kai\,καί,conjunction,mele/th,μελέτη,noun,diarruei=sa,διαρρέω,verb,e)kdida/skei,ἐκδιδάσκω,verb,ta\,ὁ,article,e)/ntera,ἔντερον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,e)n,ἐν,preposition,toute/oisi,,,qermo\n,θερμός,adjective,h)\n,ἐάν,conjunction,katayuxqe/n,καταψύχω,verb,kote,ποτέ,particle,mh/te,μήτε,particle,katape/ssh|,καταπέσσω,verb,mh/te,μήτε,particle,e)s,εἰς,preposition,th\n,ὁ,article,a)naforh\n,ἀναφορά,noun,a)nai/+ssh|,ἀνᾴσσω,verb,a)/kraton,ἄκρατος,adjective,de\,δέ,particle,u(p',ὑπό,preposition,a)sqeni/hs,,,e)/h|,εἰμί,verb,diadidrh/skei,διαδιδράσκω,verb,pa=n,πᾶς,adjective,e)/rgon,ἔργον,noun,h(,ὁ,article,trofh/,τροφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,h)\n,ἐάν,conjunction,me\n,μέν,particle,sxe/dios,σχέδος,noun,kai\,καί,conjunction,mh\,μή,conjunction,e(drai/h,ἑδραῖος,adjective,ge/nhtai,γίγνομαι,verb,h(,ὁ,article,ka/qarsis,κάθαρσις,noun,a)lla\,ἀλλά,adverb,fau/lh,φαῦλος,adjective,a(plou=s,ἁπλόος,adjective,e)/metos,ἔμετος,noun,a)po\,ἀπό,preposition,siti/wn,σιτίον,noun,e)/luse,ἐλύω,verb,th\n,ὁ,article,nou=son,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,prosokei/lh|,,,xro/nw|,χρόνος,noun,kai\,καί,conjunction,e)n,ἐν,preposition,e(/drh|,ἕδρα,noun,i(/zh|,ἵζω,verb,h(,ὁ,article,ai)ti/h,αἰτία,noun,toute/wn,οὗτος,pronoun,ou)de\n,οὐδείς,pronoun,w)fele/ei,ὠφελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/ktei,τίκτω,verb,de\,δέ,particle,kai\,καί,conjunction,xroni/h,χρόνιος,adjective,nou=sos,νόσος,noun,kai\,καί,conjunction,o)rqosta/dhn,ὀρθοστάδην,adverb,kaxeci/h,καχεξία,noun,a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,u(/drwpe/s,ὕδρωψ,noun,kote,ποτέ,particle,e)s,εἰς,preposition,to/de,ὅδε,pronoun,a)pe/skhyan,ἀποσκήπτω,verb,eu)tuxw=s,εὐτυχής,adjective,e)s,εἰς,preposition,kako\n,κακός,adjective,me\n,μέν,particle,e)k,ἐκ,preposition,kakou=,κακός,adjective,a)lla\,ἀλλά,adverb,kre/sswn,κρείσσων,verb,h(,ὁ,article,diadoxh/,διαδοχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|si,ὁ,article,gunaici\,γυνή,noun,u(ste/rh,ὑστέρα,noun,a)gaqh\,ἀγαθός,adjective,me\n,μέν,particle,e)s,εἰς,preposition,ka/qarsin,κάθαρσις,noun,kai\,καί,conjunction,to/kon,τόκος,noun,cumforh\,συμφορά,noun,de\,δέ,particle,nou/swn,νόσος,noun,muri/wn,μυρίος,adjective,te,τε,particle,kai\,καί,conjunction,kakw=n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e(lke/wn,ἕλκος,noun,h)\,ἠέ,conjunction,flegmasi/hs,φλεγμασία,noun,h)\,ἠέ,conjunction,*rou=,,,mou=non,μόνος,adjective,a)lla\,ἀλλά,adverb,kh)\n,ἐν,preposition,e)capi/nhs,ἐξαπίνης,adverb,o(/lh,ὅλος,adjective,a)/nw,ἄνω,adverb,kine/htai,κινέω,verb,w)ke/ws,ὠκύς,adjective,ktei/nei,κτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gegra/fatai,γράφω,verb,me\n,μέν,particle,ou)=n,οὖν,particle,e)n,ἐν,preposition,a)/lloisi,ἄλλος,adjective,o(koi=a,ὁποῖος,adjective,tw=n,ὁ,article,a)p',ἀπό,preposition,au)te/hs,,,h)=n,εἰμί,verb,o)le/qria,ὀλέθριος,adjective,o)ce/a,ὀξύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,xro/nia,χρόνιος,adjective,*ro/os,,,diplo/os,διπλόος,adjective,sklhri/h,σκληρία,noun,e(/lkea,ἕλκος,noun,ta\,ὁ,article,me\n,μέν,particle,a)sine/a,ἀσινής,adverb,ta\,ὁ,article,de\,δέ,particle,kakoh/qea,κακοήθης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/ptwsis,πρόπτωσις,noun,o(/lhs,ὅλος,adjective,h)\,ἠέ,conjunction,me/reos,μέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(o/os,ῥόος,noun,me)\n,,,ou)=n,οὖν,particle,e)ruqro\s,ἐρυθρός,adjective,h)\,ἠέ,conjunction,leuko/xroos,λευκόχροος,adjective,i)de/a,ἰδέα,noun,dhloi=,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ruqro\s,ἐρυθρός,adjective,me\n,μέν,particle,h)\n,ἐάν,conjunction,ai(=ma,αἷμα,noun,canqo\n,ξανθός,adjective,kai\,καί,conjunction,ai(,ὁ,article,tou=de,ὅδε,pronoun,i)de/ai,ἰδέα,noun,h)\,ἠέ,conjunction,pelidno\n,πελιδνός,adjective,h)\,ἠέ,conjunction,me/lan,μέλας,adjective,kai\,καί,conjunction,lepto\n,λεπτός,adjective,h)\,ἠέ,conjunction,paxu\,παχύς,adjective,kai\,καί,conjunction,pephgo\s,πήγνυμι,verb,oi(=on,οἷος,adjective,qro/mboi,θρόμβος,noun,leuko\s,λευκός,adjective,w(s,ὡς,conjunction,u(/dwr,ὕδωρ,noun,h)\,ἠέ,conjunction,w)xro/canqos,ὠχρόξανθος,adjective,w(s,ὡς,conjunction,xolh/,χολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paxu\s,παχύς,adjective,de\,δέ,particle,o(/kws,ὅπως,conjunction,u(po/leptos,ὑπόλεπτος,adjective,h)\,ἠέ,conjunction,lepto\s,λεπτός,adjective,i)xw\r,ἰχώρ,adjective,kai\,καί,conjunction,ka/kodmos,κάκοδμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leuko\s,λευκός,adjective,de\,δέ,particle,w(s,ὡς,conjunction,pu=on,,,o(,ὁ,article,de\,δέ,particle,a)trekh\s,ἀτρεκής,adjective,w(s,ὡς,conjunction,leuko\s,λευκός,adjective,o)/rros,ὄρρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,ai(ma/lwy,,,kote,ποτέ,particle,tw=|,ὁ,article,pu/w|,πύον,adjective,sunekre/ei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muri/ai,μυρίος,adjective,de\,δέ,particle,a)/llai,ἄλλος,adjective,para\,παρά,preposition,to\,ὁ,article,ma=llon,μᾶλλον,adverb,toute/wn,οὗτος,pronoun,kai\,καί,conjunction,h(=tton,ἥσσων,adverb,i)de/ai,ἰδέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri/odos,περίοδος,noun,de\,δέ,particle,a)/llote,ἄλλοτε,adverb,me\n,μέν,particle,h(,ὁ,article,e)pi\,ἐπί,preposition,mh=na,μείς,adjective,ka/qarsis,κάθαρσις,noun,a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,e)s,εἰς,preposition,th\n,ὁ,article,a)rxai/hn,ἀρχαῖος,adjective,cuni/statai,συνίστημι,verb,proqesmi/hn,προθεσμία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,pollo\n,πολύς,adjective,me\n,μέν,particle,to\,ὁ,article,ai(=ma,αἷμα,noun,e)n,ἐν,preposition,h(me/rh|si,ἡμέρα,noun,de\,δέ,particle,pollh=|si,πολύς,adjective,e)kre/ei,ἐκρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)ligh/meros,ὀλιγήμερος,adjective,de\,δέ,particle,h(,ὁ,article,dia/leiyis,διάλειψις,noun,a)lla\,ἀλλά,adverb,kaqarh/,καθαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llos,ἄλλος,adjective,perio/dou,περίοδος,noun,tro/pos,τρόπος,noun,ei)s,εἰς,preposition,proqesmi/,,,hn,,,de\,δέ,particle,kai\,καί,conjunction,ou)k,οὐ,adverb,e)s,εἰς,preposition,plh=qos,πλῆθος,noun,peri\,περί,preposition,plei=ston,πλεῖστος,adjective,h(,ὁ,article,prw/th,πρότερος,adjective,ka/qarsis,κάθαρσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di\s,δίς,adverb,de\,δέ,particle,kai\,καί,conjunction,tri\s,τρίς,adverb,kaqai/rontai,καθαίρω,verb,a)na\,ἀνά,preposition,pa/nta,πᾶς,adjective,to\n,ὁ,article,mh=na,μείς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llh,ἄλλος,adjective,i)de/h,ἰδέα,noun,a)/sxetos,ἄσχετος,adjective,me\n,μέν,particle,h(,ὁ,article,*roh\,,,kai\,καί,conjunction,smikrh\,μικρός,adjective,e)f',ἐπί,preposition,h(me/rhs,ἡμέρα,noun,e(ka/sths,ἕκαστος,adjective,a)lla\,ἀλλά,adverb,ei)s,εἰς,preposition,to\n,ὁ,article,o(/lon,ὅλος,adjective,mh=na,μείς,adjective,ou),οὐ,adverb,pa/gxu,πάγχυ,adverb,baih/,βαιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,u(ste/rh,ὑστέρα,noun,mu/ei,μύω,verb,to\,ὁ,article,sto/ma,στόμα,noun,a)lla\,ἀλλά,adverb,oi)/gnutai,οἴγω,verb,pa/resin,πάρεσις,noun,e)s,εἰς,preposition,*ru/sin,,,u(gro/thtos,ὑγρότης,noun,pa/sxousa,πάσχω,verb,ei),εἰ,conjunction,de\,δέ,particle,mh/te,μήτε,particle,dialei/pei,διαλείπω,verb,mh/te,μήτε,particle,smikro\n,μικρός,adjective,e)kre/ei,ἐκρέω,verb,ai(morragi/h|,αἱμορραγία,noun,qnh/skousi,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shmh/i+a,σημεῖον,noun,de\,δέ,particle,pro\s,πρός,preposition,th=|si,ὁ,article,xroih=|si,χροιά,adjective,tou=,ὁ,article,*ro/ou,,,h(,ὁ,article,xroih\,χροιά,adjective,th=s,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,a)/grupnoi,ἄγρυπνος,adjective,a)po/sitoi,ἀπόσιτος,adjective,a)ssw/dees,,,e)/klutoi,ἔκλυτος,adjective,e)pi\,ἐπί,preposition,to\,ὁ,article,e)ruqro\n,ἐρυθρός,adjective,ma=llon,μᾶλλον,adverb,kai\,καί,conjunction,o)dunw/dees,ὀδυνώδης,adverb,kai\,καί,conjunction,ka/kodmon,κάκοδμος,adjective,e)p',ἐπί,preposition,a)mfoi=n,ἄμφω,noun,to\,ὁ,article,*reu=ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ma=llon,μᾶλλον,adverb,kai\,καί,conjunction,h(=sson,ἥσσων,adverb,a)/llote,ἄλλοτε,adverb,kai\,καί,conjunction,a)/llote,ἄλλοτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,leuko\s,λευκός,adjective,kaki/wn,κακός,adjective,h)\n,ἐάν,conjunction,me/zwn,μέγας,adverb,pou,πού,adverb,h(,ὁ,article,shpedw\n,σηπεδών,noun,e)/h|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llote,ἄλλοτε,adverb,de\,δέ,particle,o(,ὁ,article,e)ruqro\s,ἐρυθρός,adjective,h)\n,ἐάν,conjunction,a)griai/nh|,ἀγριαίνω,verb,h(,ὁ,article,dia/brwsis,διάβρωσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
