word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS
ei)ka/sai,εἰκάζω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,pa/resti,πάρειμι,verb,lupra\,λυπρός,adjective,pro\s,πρός,preposition,fi/lwn,φίλος,adjective,peponqe/nai,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ni/oxe,ἡνίοχος,adjective,*qrh|ko\s,Θρᾷξ,proper,tou=,ὁ,article,kakw=s,κακός,adjective,peprago/tos,πράσσω,verb,mhde\n,μηδείς,pronoun,dusoi/zou,δυσοίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pole/mioi,πολέμιος,adjective,'drasan,δράω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/ektwr,Ἕκτωρ,proper,de\,δέ,particle,kau)to\s,αὐτός,pronoun,sumfora=s,συμφορά,noun,pepusme/nos,πυνθάνομαι,verb,xwrei=,χωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunalgei=,συναλγέω,verb,d',δέ,particle,w(s,ὡς,conjunction,e)/oike,ἔοικα,verb,soi=s,σός,adjective,kakoi=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,w)=,ὦ,interjection,me/gista,μέγας,adverb,ph/mat',πῆμα,adjective,e)ceirgasme/noi,ἐξεργάζομαι,verb,molo/ntes,βλώσκω,verb,u(ma=s,σύ,pronoun,polemi/wn,πολέμιος,adjective,kata/skopoi,κατάσκοπος,noun,lh/qousin,λανθάνω,verb,ai)sxrw=s,αἰσχρός,adjective,kai\,καί,conjunction,katesfa/gh,κατασφάζω,verb,strato/s,στρατός,noun,kou)/t',οὔτε,adverb,ei)sio/ntas,εἴσειμι,verb,strato/ped',στρατόπεδον,noun,e)capw/sate,ἐξαπωθέω,verb,ou)/t',οὔτε,adverb,e)cio/ntas,ἔξειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=nde,ὅδε,pronoun,ti/s,τίς,pronoun,tei/sei,τίνω,verb,di/khn,δίκη,adjective,plh\n,πλήν,preposition,sou=,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,ga\r,γάρ,particle,dh\,δή,particle,fu/laka/,φύλαξ,noun,fhm',φημί,verb,ei)=nai,εἰμί,verb,stratou=,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frou=doi,φροῦδος,adjective,d',δέ,particle,a)/plhktoi,ἄπληκτος,adjective,th=|,ὁ,article,*frugw=n,Φρύξ,proper,kakandri/a|,κακανδρία,noun,po/ll',πολύς,adjective,e)ggelw=ntes,ἐγγελάω,verb,tw=|,ὁ,article,strathla/th|,στρατηλάτης,adjective,t',τε,particle,e)moi/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,nun,νῦν,adverb,to/d',ὅδε,pronoun,i)/ste,οἶδα,verb,*zeu\s,Ζεύς,proper,o)mw/motai,ὄμνυμι,verb,path/r,πατήρ,noun,h)/toi,ἤτοι,particle,ma/ragna/,μάραγνα,adjective,g',γε,particle,h)\,ἠέ,conjunction,karanisth\s,καρανιστής,adjective,mo/ros,μόρος,noun,me/nei,μένω,verb,se,σύ,pronoun,drw=nta,δράω,verb,toia/d',τοιόσδε,adjective,h)\,ἠέ,conjunction,to\n,ὁ,article,*(/ektora,Ἕκτωρ,proper,to\,ὁ,article,mhde\n,ei)=nai,εἰμί,verb,μηδείς,pronoun,kai\,καί,conjunction,kako\n,κακός,adjective,nomi/zete,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,i)w/,ἰώ,interjection,meta\,μετά,preposition,se/,σύ,pronoun,nai/,ναί,adverb,meta\,μετά,preposition,se/,σύ,pronoun,w)=,ὦ,interjection,poli/oxon,πολιάοχος,adjective,kra/tos,κράτος,noun,to/t',τότε,adverb,a)/r',ἄρα,particle,e)/molon,βλώσκω,verb,o(/te,ὅτε,conjunction,soi,σύ,pronoun,a)/ggelos,ἄγγελος,noun,h)=lqon,ἔρχομαι,verb,a)mfi\,ἀμφί,preposition,nau=s,ναῦς,noun,pu/r',πῦρ,noun,ai)/qein,αἴθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,a)/grupnon,ἄγρυπνος,adjective,o)/mm',ὄμμα,noun,e)n,ἐν,preposition,eu)fro/nh|,εὐφρόνη,noun,ou)/t',οὔτε,adverb,e)koi/mis',κοιμίζω,verb,ou)/t',οὔτε,adverb,e)/bric',βρίζω,verb,ou),οὐ,adverb,ta\s,ὁ,article,*simoentia/das,,,phga/s,πηγάς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,moi,ἐγώ,pronoun,ko/ton,κότος,noun,w)=,ὦ,interjection,a)/na,ἄναξ,noun,qh=|s,θάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nai/tios,ἀναίω,verb,ga\r,γάρ,particle,e)/gwge,ἐγώ,pronoun,pa/ntwn,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,xro/nw|,χρόνος,noun,para/kairon,παράκαιρος,adjective,e)/rgon,ἔργον,noun,h)\,ἠέ,conjunction,lo/gon,λόγος,noun,pu/qh|,πύθω,verb,kata/,κατά,preposition,me,ἐγώ,pronoun,ga=s,γῆ,noun,zw=nta,ζάω,verb,po/reuson,πορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,paraitou=mai,παραιτέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,toi=sd',ὅδε,pronoun,a)peilei=s,ἀπειλέω,verb,ba/rbaro/s,βάρβαρος,adjective,te,τε,particle,barba/rou,βάρβαρος,adjective,gnw/mhn,γνώμη,noun,u(fairh=|,ὑφαιρέω,verb,th\n,ὁ,article,e)mh/n,ἐμός,adjective,ple/kwn,πλέκω,verb,lo/gous,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,tau=t',οὗτος,pronoun,e)/drasas,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/n',οὐδείς,pronoun,a)\n,ἄν,particle,decai/meqa,δέχομαι,verb,ou)/q',οὔτε,adverb,oi(,ἕ,pronoun,qano/ntes,θνήσκω,verb,ou)/t',οὔτε,adverb,a)\n,ἄν,particle,oi(,ἕ,pronoun,tetrwme/noi,τιτρώσκω,verb,a)/llon,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makrou=,μακρός,adjective,ge,γε,particle,dei=,δέομαι,verb,se,σύ,pronoun,kai\,καί,conjunction,sofou=,σοφός,adjective,lo/gou,λόγος,noun,o(/tw|,ὅστις,pronoun,me,ἐγώ,pronoun,pei/seis,πείθω,verb,mh\,μή,conjunction,fi/lous,φίλος,adjective,kataktanei=n,κατακτείνω,verb,i(/ppwn,ἵππος,noun,e)rasqei/s,ἔραμαι,verb,w(=n,ὅς,pronoun,e(/kati,ἕκητι,adverb,summa/xous,σύμμαχος,adjective,tou\s,ὁ,article,sou\s,σός,adjective,foneu/eis,φονεύω,verb,po/ll',e)piskh/ptwn,ἐπισκήπτω,verb,πολύς,adjective,molei=n,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=lqon,ἔρχομαι,verb,teqna=sin,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)prepe/steron,εὐπρεπής,adverb,*pa/ris,Πάρις,proper,ceni/an,ξενία,noun,kath/|sxun',καταισχύνω,verb,h)\,ἠέ,conjunction,su\,σύ,pronoun,summa/xous,σύμμαχος,adjective,ktanw/n,κτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,ga/r,γάρ,particle,ti,τις,pronoun,le/ch|s,λέγω,verb,w(/s,ὡς,conjunction,tis,τις,pronoun,*)argei/wn,Ἀργᾶς,proper,molw\n,βλώσκω,verb,diw/les',διόλλυμι,verb,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',δέ,particle,u(perbalw\n,ὑπερβάλλω,verb,lo/xous,λόχος,noun,*trw/wn,Τρώς,proper,e)f',ἐπί,preposition,h(ma=s,ἐγώ,pronoun,h)=lqen,ἔρχομαι,verb,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,laqei=n,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,pro/sqen,πρόσθεν,adverb,h(mw=n,ἐγώ,pronoun,h(=so,ἧμαι,verb,kai\,καί,conjunction,*frugw=n,Φρύξ,proper,strato/s,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ou)=n,οὖν,particle,te/trwtai,τιτρώσκω,verb,ti/s,τίς,pronoun,te/qnhke,θνήσκω,verb,summa/xwn,σύμμαχος,adjective,tw=n,ὁ,article,sw=n,σός,adjective,molo/ntwn,βλώσκω,verb,w(=n,ὅς,pronoun,su\,σύ,pronoun,polemi/wn,πολέμιος,adjective,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,d',δέ,particle,e(ka\s,ἑκάς,adjective,tetrw/meq',τετράζω,verb,oi(\,ἕ,pronoun,de\,δέ,particle,meizo/nws,μέγας,adverb,paqo/ntes,πάσχω,verb,ou)x,οὐ,adverb,o(rw=sin,ὁράω,verb,h(li/ou,ἥλιος,noun,fa/os,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(plw=s,ἁπλῶς,adverb,d',δέ,particle,*)axaiw=n,Ἀχαία,proper,ou)de/n',οὐδείς,pronoun,ai)tiw/meqa,αἰτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',δέ,particle,a)\n,ἄν,particle,xameu/nas,χάμευνα,noun,polemi/wn,πολέμιος,adjective,kat',κατά,preposition,eu)fro/nhn,εὐφρόνη,noun,*(rh/sou,,,molw\n,βλώσκω,verb,e)chu=ren,ἐξευρίσκω,verb,ei),εἰ,conjunction,mh/,μή,conjunction,tis,τις,pronoun,qew=n,θέα,noun,e)/fraze,φράζω,verb,toi=s,ὁ,article,ktanou=sin,κτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,a)figme/non,ἀφίζω,verb,to\,ὁ,article,pa/mpan,πάμπαν,adverb,h)=|san,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mhxana=|,μηχανάομαι,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/non,χρόνος,noun,me\n,μέν,particle,h)/dh,ἤδη,adverb,summa/xoisi,σύμμαχος,adjective,xrw/meqa,χράομαι,verb,o(/sonper,ὅσος,adjective,e)n,ἐν,preposition,gh=|,γῆ,noun,th=|d',ὅδε,pronoun,*)axaiiko\s,Ἀχαιικός,adjective,lew/s,λαός,noun,kou)de\n,οὐδείς,pronoun,pro\s,πρός,preposition,au)tw=n,αὐτός,pronoun,oi)=da,οἶδα,verb,plhmmele\s,πλημμελής,adverb,klu/wn,κλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,soi\,σύ,pronoun,d',δέ,particle,a)\n,ἄν,particle,a)rxoi/mesqa,ἄρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,m',ἐγώ,pronoun,e)/rws,ἔρος,noun,e(/loi,αἱρέω,verb,toiou=tos,τοιοῦτος,adjective,i(/ppwn,ἵππος,noun,w(/st',ὥστε,conjunction,a)poktei/nein,ἀποκτείνω,verb,fi/lous,φῖλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=t',οὗτος,pronoun,*)odusseu/s,Ὀδυσσεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga\r,γάρ,particle,a)/llos,ἄλλος,adjective,a)/n,ἄν,particle,pote,ποτέ,particle,e)/drasen,δράω,verb,h)\,ἠέ,conjunction,'bou/leusen,βουλεύω,verb,*)argei/wn,Ἀργᾶς,proper,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/doika,δείδω,verb,d',δέ,particle,au)to\n,αὐτός,pronoun,kai/,καί,conjunction,ti/,τίς,pronoun,mou,ἐγώ,pronoun,qra/ssei,θράσσω,verb,fre/nas,φρήν,noun,mh\,μή,conjunction,kai\,καί,conjunction,*do/lwna,Δόλων,proper,suntuxw\n,συντυγχάνω,verb,katakta/nh|,κατακτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/non,χρόνος,noun,ga\r,γάρ,particle,h)/dh,ἤδη,adverb,frou=dos,φροῦδος,adjective,w)\n,εἰμί,verb,ou),οὐ,adverb,fai/netai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,oi)=da,οἶδα,verb,tou\s,ὁ,article,sou\s,σός,adjective,ou(\s,ὅς,pronoun,le/geis,λέγω,verb,*)odusse/as,Ὀδυσσεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,d',δέ,particle,u(p',ὑπό,preposition,e)xqrw=n,ἐχθρός,adjective,ou)deno\s,οὐδείς,pronoun,peplh/gmeqa,πλήσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,ou)=n,οὖν,particle,no/mize,νομίζω,verb,tau=t',οὗτος,pronoun,e)pei/per,ἐπεί,conjunction,soi,σύ,pronoun,dokei=,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,gai=a,γαῖα,noun,patri/s,πατρίς,adjective,pw=s,πῶς,adverb,a)\n,ἄν,particle,e)nqa/noimi/,ἐνθνήσκω,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,qnh=|sx',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/lis,ἅλις,adverb,ga\r,γάρ,particle,tw=n,ὁ,article,teqnhko/twn,θνήσκω,verb,o)/xlos,ὄχλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,dh\,δή,particle,tra/pwmai,τρέπω,verb,despotw=n,δεσπότης,adjective,monou/menos,μονόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
