word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS
*(eka/bh,Ἑκάβη,proper,de\,δέ,particle,paido\s,παῖς,adjective,gnou=sa,γιγνώσκω,verb,qana/simon,θανάσιμος,adjective,mo/ron,μόρον,noun,lo/gw|,λόγος,noun,me,ἐγώ,pronoun,toiw=|d',τοιόσδε,adjective,h)/gag',ἄγω,verb,w(s,ὡς,conjunction,kekrumme/nas,κρύπτω,verb,qh/kas,θήκη,noun,fra/sousa,φράζω,verb,*priamidw=n,Πριαμίδης,proper,e)n,ἐν,preposition,*)ili/w|,Ἴλιον,proper,xrusou=,χρυσός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/non,μόνος,adjective,de\,δέ,particle,su\n,σύν,preposition,te/knoisi/,τέκνον,noun,m',ἐγώ,pronoun,ei)sa/gei,εἰσάγω,verb,do/mous,δόμος,noun,i(/n',ἵνα,conjunction,a)/llos,ἄλλος,adjective,mh/,μή,conjunction,tis,τις,pronoun,ei)dei/h,οἶδα,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/zw,ἵζω,verb,de\,δέ,particle,kli/nhs,κλίνη,noun,e)n,ἐν,preposition,me/sw|,μέσος,adjective,ka/myas,κάμπτω,verb,go/nu,γόνυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollai\,πολύς,adjective,de\,δέ,particle,xei=res,χείρ,noun,ai(\,ὅς,pronoun,me\n,μέν,particle,e)c,ἐκ,preposition,a)ristera=s,ἀριστερός,adjective,ai(\,ὅς,pronoun,d',δέ,particle,e)/nqen,ἔνθεν,adverb,w(s,ὡς,conjunction,dh\,δή,particle,para\,παρά,preposition,fi/lw|,φίλος,adjective,*trw/wn,Τρώς,proper,ko/rai,κόρη,noun,qa/kous,θᾶκος,noun,e)/xousai,ἔχω,verb,kerki/d',κερκίς,noun,*)hdwnh=s,,,xero\s,χείρ,noun,h)/|noun,αἰνέω,verb,u(p',ὑπό,preposition,au)ga\s,αὐγή,noun,tou/sde,ὅδε,pronoun,leu/ssousai,λεύσσω,verb,pe/plous,πέπλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llai,ἄλλος,adjective,de\,δέ,particle,ka/maka,κάμαξ,noun,*qrh|ki/an,Θράκιος,proper,qew/menai,θεάομαι,verb,gumno/n,γυμνός,adjective,m',ἐγώ,pronoun,e)/qhkan,τίθημι,verb,diptu/xou,δίπτυχος,adjective,stoli/smatos,στόλισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/sai,ὅσος,adjective,de\,δέ,particle,toka/des,τοκάς,noun,h)=san,εἰμί,verb,e)kpaglou/menai,ἐκπαγλέομαι,verb,te/kn',τέκνον,noun,e)n,ἐν,preposition,xeroi=n,χείρ,noun,e)/pallon,πάλλω,verb,w(s,ὡς,conjunction,pro/sw,πρόσω,adverb,patro\s,πατήρ,noun,ge/nointo,γίγνομαι,verb,diadoxai=s,διαδοχή,noun,a)mei/bousai,ἀμείβω,verb,xerw=n,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)=|t',εἶτα,adverb,e)k,ἐκ,preposition,galhnw=n,γαληνός,adjective,pw=s,πῶς,adverb,dokei=s,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosfqegma/twn,πρόσφθεγμα,noun,eu)qu\s,εὐθύς,adverb,labou=sai,λαμβάνω,verb,fa/sgan',φάσγανον,noun,e)k,ἐκ,preposition,pe/plwn,πέπλος,noun,poqe\n,πίνω,verb,kentou=si,κεντάω,verb,pai=das,παῖς,adjective,ai(\,ὅς,pronoun,de\,δέ,particle,polemi/wn,πολέμιος,adjective,di/khn,δίκη,adjective,cunarpa/sasai,συναρπάζω,verb,ta\s,ὁ,article,e)ma\s,ἐμός,adjective,ei)=xon,ἔχω,verb,xe/ras,χείρ,noun,kai\,καί,conjunction,kw=la,κῶλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paisi\,παῖς,adjective,d',δέ,particle,a)rke/sai,ἀρκέω,verb,xrh/|zwn,χρῄζω,verb,e)moi=s,ἐμός,adjective,ei),εἰ,conjunction,me\n,μέν,particle,pro/swpon,πρόσωπον,noun,e)canistai/hn,ἐξανίστημι,verb,e)mo/n,ἐμός,adjective,ko/mhs,κόμη,noun,katei=xon,κατέχω,verb,ei),εἰ,conjunction,de\,δέ,particle,kinoi/hn,κινέω,verb,xe/ras,χείρ,noun,plh/qei,πλῆθος,noun,gunaikw=n,γυνή,noun,ou)de\n,οὐδείς,pronoun,h)/nuon,ἀνύω,verb,ta/las,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,loi/sqion,λοίσθιος,adjective,de/,δέ,particle,ph=ma,πῆμα,adjective,ph/matos,πῆμα,adjective,ple/on,πλέος,adjective,e)ceirga/santo,ἐξεργάζομαι,verb,dei/n',δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mw=n,ἐμός,adjective,ga\r,γάρ,particle,o)mma/twn,ὄμμα,noun,po/rpas,πόρπη,noun,labou=sai,λαμβάνω,verb,ta\s,ὁ,article,talaipw/rous,ταλαίπωρος,adjective,ko/ras,κόρη,noun,kentou=sin,κεντάω,verb,ai(ma/ssousin,αἱμάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=t',εἶτα,adverb,a)na\,ἀνά,preposition,ste/gas,στέγη,noun,fuga/des,φυγάς,noun,e)/bhsan,βαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,phdh/sas,πηδάω,verb,e)gw\,ἐγώ,pronoun,qh\r,θήρ,noun,w(\s,ὅς,pronoun,diw/kw,διώκω,verb,ta\s,ὁ,article,miaifo/nous,μιαίφονος,adjective,ku/nas,κύων,noun,a(/pant',ἅπας,adjective,e)reunw=n,ἐρευνάω,verb,toi=xon,τοῖχος,noun,w(s,ὡς,conjunction,kunhge/ths,κυνηγέτης,noun,ba/llwn,βάλλω,verb,a)ra/sswn,ἀράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toia/de,τοιόσδε,adjective,speu/dwn,σπεύδω,verb,xa/rin,χάρις,noun,pe/ponqa,πάσχω,verb,th\n,ὁ,article,sh\n,σός,adjective,pole/mio/n,πολέμιος,adjective,te,τε,particle,so\n,σός,adjective,ktanw/n,κτείνω,verb,*)aga/memnon,Ἀγαμέμνων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,mh\,μή,conjunction,makrou\s,μακρός,adjective,tei/nw,τείνω,verb,lo/gous,λόγος,noun,ei)/,εἰ,conjunction,tis,τις,pronoun,gunai=kas,γυνή,noun,tw=n,ὁ,article,pri\n,πρίν,adverb,ei)/rhken,ἐρῶ,verb,kakw=s,κακός,adjective,h)\,ἠέ,conjunction,nu=n,νῦν,adverb,le/gwn,λέγω,verb,e)/stin,εἰμί,verb,tis,τις,pronoun,h)\,ἠέ,conjunction,me/llei,μέλλω,verb,le/gein,λέγω,verb,a(/panta,ἅπας,adjective,tau=ta,οὗτος,pronoun,suntemw\n,συντέμνω,verb,e)gw\,ἐγώ,pronoun,fra/sw,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/nos,γένος,noun,ga\r,γάρ,particle,ou)/te,οὔτε,adverb,po/ntos,πόντος,noun,ou)/te,οὔτε,adverb,gh=,γῆ,noun,tre/fei,τρέφω,verb,toio/nd',τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,ai)ei\,ἀεί,adverb,cuntuxw\n,συντυγχάνω,verb,e)pi/statai,ἐφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\n,μηδείς,pronoun,qrasu/nou,θρασύνω,verb,mhde\,μηδέ,particle,toi=s,ὁ,article,sautou=,σαυτοῦ,pronoun,kakoi=s,κακός,adjective,to\,ὁ,article,qh=lu,θῆλυς,adjective,sunqei\s,συντίθημι,verb,w(=de,ὧδε,adverb,pa=n,πᾶς,adjective,me/myh|,μέμφομαι,verb,ge/nos,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aga/memnon,Ἀγαμέμνων,proper,a)nqrw/poisin,ἄνθρωπος,noun,ou)k,οὐ,adverb,e)xrh=n,χρή,verb,pote,ποτέ,particle,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,th\n,ὁ,article,glw=ssan,γλῶσσα,noun,i)sxu/ein,ἰσχύω,verb,ple/on,πλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)/te,εἴτε,adverb,xrh/st',χρήστης,adjective,e)/drase,δράω,verb,xrh/st',χρήστης,adjective,e)/dei,δέω,verb,le/gein,λέγω,verb,ei)/t',εἴτε,adverb,au)=,αὖ,interjection,ponhra/,πονηρός,adjective,tou\s,ὁ,article,lo/gous,λόγος,noun,ei)=nai,εἰμί,verb,saqrou/s,σαθρός,adjective,kai\,καί,conjunction,mh\,μή,conjunction,du/nasqai,δύναμαι,verb,ta)/dik',ἄδικος,adjective,eu)=,εὖ,adverb,le/gein,λέγω,verb,pote/,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sofoi\,σοφός,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,ei)s',εἰμί,verb,oi(,ἕ,pronoun,ta/d',ὅδε,pronoun,h)kribwko/tes,ἀκριβόω,verb,a)ll',ἀλλά,adverb,ou),οὐ,adverb,du/nantai,δύναμαι,verb,dia\,διά,preposition,te/lous,τέλος,noun,ei)=nai,εἰμί,verb,sofoi/,σοφός,adjective,kakw=s,κακός,adjective,d',δέ,particle,a)pw/lont',ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/tis,οὔτις,pronoun,e)ch/luce/,ἐξαλύσκω,verb,pw,πω,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,to\,ὁ,article,me\n,μέν,particle,so\n,σός,adjective,w(=de,ὧδε,adverb,froimi/ois,φροίμιον,noun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,to/nde,ὅδε,pronoun,d',δέ,particle,ei)=mi,εἶμι,verb,kai\,καί,conjunction,lo/gois,λόγος,noun,a)mei/yomai,ἀμείβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,fh\|s,φημί,verb,*)axaiw=n,Ἀχαία,proper,po/non,πόνος,noun,a)palla/sswn,ἀπαλλάσσω,verb,diplou=n,διπλόος,adjective,*)agame/mnono/s,Ἀγαμέμνων,proper,q',τε,particle,e(/kati,ἕκητι,adverb,pai=d',παῖς,adjective,e)mo\n,ἐμός,adjective,ktanei=n,κτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,ka/kiste,κακός,adjective,prw=ton,πρότερος,adjective,ou)/pot',οὔποτε,adverb,a)\n,ἄν,particle,fi/lon,φίλος,adjective,to\,ὁ,article,ba/rbaron,βάρβαρος,adjective,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,*(/ellhsin,Ἕλλην,proper,ge/nos,γένος,noun,ou)d',οὐδέ,particle,a)\n,ἄν,particle,du/naito,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/na,τίς,pronoun,de\,δέ,particle,kai\,καί,conjunction,speu/dwn,σπεύδω,verb,xa/rin,χάρις,noun,pro/qumos,πρόθυμος,adjective,h)=sqa,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tera,πότερος,adjective,khdeu/swn,κηδεύω,verb,tina\,τις,pronoun,h)\,ἠέ,conjunction,suggenh\s,συγγενής,adverb,w)/n,εἰμί,verb,h)\,ἠέ,conjunction,ti/n',τίς,pronoun,ai)ti/an,αἰτία,noun,e)/xwn,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,sh=s,σός,adjective,e)/mellon,μέλλω,verb,gh=s,γῆ,noun,temei=n,τέμνω,verb,blasth/mata,βλάστημα,noun,pleu/santes,πλέω,verb,au)=qis,αὖθις,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/na,τίς,pronoun,dokei=s,δοκέω,verb,pei/sein,πείθω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,xruso/s,χρυσός,noun,ei),εἰ,conjunction,bou/loio,βούλομαι,verb,ta)lhqh=,ἀληθής,adjective,le/gein,λέγω,verb,e)/kteine,ἐκτείνω,verb,to\n,ὁ,article,e)mo\n,ἐμός,adjective,pai=da,παῖς,adjective,kai\,καί,conjunction,ke/rdh,κέρδος,noun,ta\,ὁ,article,sa/,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,di/dacon,διδάσκω,verb,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,o(/t',ὅτε,conjunction,eu)tu/xei,εὐτυχέω,verb,*troi/a,Τροία,proper,pe/ric,πέριξ,preposition,de\,δέ,particle,pu/rgos,πύργος,noun,ei)=x',ἔοικα,verb,e)/ti,ἔτι,adverb,pto/lin,πόλις,adjective,e)/zh,ζάω,verb,te,τε,particle,*pri/amos,Πρίαμος,proper,*(/ektoro/s,Ἕκτωρ,proper,t',τε,particle,h)/nqei,ἀνθέω,verb,do/ru,δόρυ,noun,ti/,τίς,pronoun,d',δέ,particle,ou),οὐ,adverb,to/t',τότε,adverb,ei)/per,εἴπερ,conjunction,tw=|d',ὅδε,pronoun,e)boulh/qhs,βούλομαι,verb,xa/rin,χάρις,noun,qe/sqai,τίθημι,verb,tre/fwn,τρέφω,verb,to\n,ὁ,article,pai=da,παῖς,adjective,ka)n,ἐν,preposition,do/mois,δόμος,noun,e)/xwn,ἔχω,verb,e)/kteinas,ἐκτείνω,verb,h)\,ἠέ,conjunction,zw=nt',ζάω,verb,h)=lqes,ἔρχομαι,verb,*)argei/ois,Ἀργεῖος,proper,a)/gwn,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,h(ni/x',ἡνίκα,adverb,h(mei=s,ἐγώ,pronoun,ou)ke/t',οὐκέτι,adverb,e)sme\n,εἰμί,verb,e)n,ἐν,preposition,fa/ei,φάος,adjective,kapnw=|,καπνός,noun,d',δέ,particle,e)sh/mhn',σημαίνω,verb,a)/stu,ἄστυ,noun,polemi/wn,πολέμιος,adjective,u(/po,ὑπό,preposition,ce/non,ξένος,noun,kate/ktas,,,sh\n,σός,adjective,molo/nt',βλώσκω,verb,e)f',ἐπί,preposition,e(sti/an,ἑστία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,toi=sde,ὅδε,pronoun,nu=n,νῦν,adverb,a)/kouson,ἀκούω,verb,w(s,ὡς,conjunction,fanh=|s,φαίνω,verb,kako/s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh=n,χράω,verb,s',σύ,pronoun,ei)/per,εἴπερ,conjunction,h)=sqa,εἰμί,verb,toi=s,ὁ,article,*)axaioi=sin,Ἀχαιός,proper,fi/los,φίλος,adjective,to\n,ὁ,article,xruso\n,χρυσός,noun,o(\n,ὅς,pronoun,fh\|s,φημί,verb,ou),οὐ,adverb,so\n,σός,adjective,a)lla\,ἀλλά,adverb,tou=d',ὅδε,pronoun,e)/xein,ἔχω,verb,dou=nai,δίδωμι,verb,fe/ronta,φέρω,verb,penome/nois,πένομαι,verb,te,τε,particle,kai\,καί,conjunction,xro/non,χρόνος,noun,polu\n,πολύς,adjective,patrw/|as,πατρῷος,adjective,gh=s,γῆ,noun,a)pecenwme/nois,ἀποξενόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,ou)de\,οὐδέ,particle,nu=n,νῦν,adverb,pw,πω,particle,sh=s,σός,adjective,a)palla/cai,ἀπαλλάσσω,verb,xero\s,χείρ,noun,tolma=|s,τολμάω,verb,e)/xwn,ἔχω,verb,de\,δέ,particle,karterei=s,καρτερέω,verb,e)/t',ἔτι,adverb,e)n,ἐν,preposition,do/mois,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,tre/fwn,τρέφω,verb,me\n,μέν,particle,w(/s,ὅς,pronoun,se,σύ,pronoun,pai=d',παῖς,adjective,e)xrh=n,χρή,verb,tre/fein,τρέφω,verb,sw/sas,σώζω,verb,te,τε,particle,to\n,ὁ,article,e)mo/n,ἐμός,adjective,ei)=xes,ἔχω,verb,a)\n,ἄν,particle,kalo\n,καλός,noun,kle/os,κλέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,toi=s,ὁ,article,kakoi=s,κακός,adjective,ga\r,γάρ,particle,a(gaqoi\,ἀγαθός,adjective,safe/statoi,σαφής,adverb,fi/loi,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
