word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/25/lemma/@_entry,word/25/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
h(,ὁ,article,de\,δέ,particle,prote/ra,πρότερος,adjective,h)=n,εἰμί,verb,tw=n,ὁ,article,me\n,μέν,particle,oi)kiw=n,οἰκία,noun,e)noiki/ou,ἐνοίκιος,adjective,tw=n,ὁ,article,de\,δέ,particle,xwri/wn,χωρίον,noun,karpou=,καρπός,noun,tri/th,τρίτος,adjective,de\,δέ,particle,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,e)cou/lhs,ἐξούλης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)ch=n,ἔξεστι,verb,toi=s,ὁ,article,e(lou=si,αἱρέω,verb,kratei=n,κρατέω,verb,tw=n,ὁ,article,kthma/twn,κτῆμα,noun,kai\,καί,conjunction,ei),εἰ,conjunction,th\n,ὁ,article,di/khn,δίκη,adjective,th\n,ὁ,article,tou=,ὁ,article,karpou=,καρπός,noun,h)\,ἠέ,conjunction,tou=,ὁ,article,e)noiki/ou,ἐνοίκιος,adjective,kai\,καί,conjunction,ei),εἰ,conjunction,th\n,ὁ,article,deute/ran,δεύτερος,adjective,h(tthqei=en,ἡσσάομαι,verb,th\n,ὁ,article,th=s,ὁ,article,ou)si/as,οὐσία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,kai\,καί,conjunction,e)cou/lhs,ἐξούλης,adjective,a(loi=en,ἁλίσκομαι,verb,ou)ke/ti,οὐκέτι,adverb,e)ch=n,ἔξεστι,verb,e)pikratei=n,ἐπικρατέω,verb,a)ll',ἀλλά,adverb,e)ci/stasqai,ἐξίστημι,verb,e)/dei,δέω,verb,h)/dh,ἤδη,adverb,tw=n,ὁ,article,kthma/twn,κτῆμα,noun,toi=s,ὁ,article,katadikasame/nois,καταδικάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,e)/sti,εἰμί,verb,me\n,μέν,particle,kai\,καί,conjunction,par),πηρός,adjective,a)/llois,ἄλλος,adjective,r(h/torsin,ῥήτωρ,noun,a)kribe/stata,ἀκριβής,adjective,de\,δέ,particle,ei)/rhtai,ἔρομαι,verb,*)isai/w|,Ἰσαῖος,proper,e)/n,ἐν,preposition,te,τε,particle,tw=|,ὁ,article,pro\s,πρός,preposition,*timwni/dhn,Τιμωνίδης,proper,peri\,περί,preposition,xwri/ou,χωρίον,noun,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,pro\s,πρός,preposition,*dwro/qeon,Δωρόθεος,proper,e)cou/lhs,ἐξούλης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diei/lektai,διαλέγω,verb,de\,δέ,particle,peri\,περί,preposition,th=s,ὁ,article,di/khs,δίκη,adjective,kai\,καί,conjunction,*qeo/frastos,Θεόφραστος,proper,e)n,ἐν,preposition,peri\,περί,preposition,no/mwn,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,pro\s,πρός,preposition,*)apatou/rion,Ἀπατούρια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/lis,πόλις,adjective,e)sti\,εἰμί,verb,th=s,ὁ,article,*trw|a/dos,Τρῳάς,proper,w(s,ὡς,conjunction,dhloi=,δηλόω,verb,*)androti/wn,Ἀνδροτίων,proper,e)n,ἐν,preposition,*)atqi/dos,Ἀτθίς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,me\n,μέν,particle,tou=,ὁ,article,o)/xhma,ὄχημα,noun,*dei/narxos,Δείναρχος,proper,e)n,ἐν,preposition,a)pologi/a|,ἀπολογία,noun,pro\s,πρός,preposition,*)antifa/nhn,Ἀντιφάνης,proper,peri\,περί,preposition,tou=,ὁ,article,i(/ppou,ἵππος,noun,a)nti\,ἀντί,preposition,de\,δέ,particle,tou=,ὁ,article,ei)s,εἰς,preposition,o)xei/an,ὀχεία,noun,a)podedeigme/non,ἀποδείκνυμι,verb,o(,ὁ,article,au)to\s,αὐτός,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,au)tw=|,αὐτός,pronoun,lo/gw|,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhsi\,φημί,verb,ga\r,γάρ,particle,w)nou=ntai/,ὠνέομαι,verb,moi,ἐγώ,pronoun,to\n,ὁ,article,i(/ppon,ἵππος,noun,o)xei=on,ὀχεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lukou=rgos,Λυκοῦργος,proper,d',δέ,particle,e)n,ἐν,preposition,tw=|,ὁ,article,peri\,περί,preposition,dioikh/sews,διοίκησις,noun,gei/tonas,γείτων,noun,tou=,ὁ,article,o)xei/ou,ὀχεῖον,noun,fhsi/,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/pote,μήποτε,adverb,de\,δέ,particle,e)pi\,ἐπί,preposition,to/pou,τόπος,noun,tino\s,τις,pronoun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,o)xei=ai,ὀχεία,noun,gi/nontai,γίγνομαι,verb,kthnw=n,κτῆνος,noun,h)\,ἠέ,conjunction,o)xh/mata,ὄχημα,noun,misqou=tai,μισθόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,*filippikoi=s,φιλιππικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/neio/n,ἐπίνειον,noun,e)sti,εἰμί,verb,*ferai/wn,Φεραῖος,proper,ai(,ὁ,article,*pagasai\,Παγασαί,proper,w(s,ὡς,conjunction,*qeo/pompos,Θεόπομπος,proper,e)n,ἐν,preposition,th=|,ὁ,article,tw=n,ὁ,article,*filippikw=n,φιλιππικός,adjective,dhloi=,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*p*a*i*a*n*i*e*i*s,,,kai\,καί,conjunction,*p*a*i*o*n*i*d*a*i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ai)sxi/nhs,Αἰσχίνης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*kthsifw=ntos,Κτησιφῶν,proper,o(/t',ὅτε,conjunction,e)gra/yato,γράφω,verb,ei)s,εἰς,preposition,*)/areion,ἄρειος,adjective,pa/gon,πάγος,adjective,*dhmome/lh,,,to\n,ὁ,article,*paianie/a,Παιανιεύς,proper,a)neyio\n,ἀνεψιός,noun,o)/nta,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*di/dumos,Δίδυμος,proper,grapte/on,γραπτέος,adjective,ei)=nai/,εἰμί,verb,fhsi,φημί,verb,*paiane/a,,,xwri\s,χωρίς,adverb,tou=,ὁ,article,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\,εἰμί,verb,de\,δέ,particle,dittoi\,δισσός,adjective,dh=moi,δῆμος,noun,*paianie/wn,Παιανιεύς,proper,th=s,ὁ,article,*pandioni/dos,Πανδιονίς,proper,fulh=s,φυλή,noun,ou(\s,ὅς,pronoun,*dio/dwros,Διόδωρος,proper,kalei=sqai/,καλέω,verb,fhsi,φημί,verb,*paiani/an,παιανίας,noun,kaqu/perqen,καθύπερθε,adverb,kai\,καί,conjunction,*paiani/an,παιανίας,noun,u(pe/nerqen,ὑπένερθε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(moi/ws,ὅμοιος,adjective,d',δέ,particle,e(kate/rou,ἑκάτερος,adjective,tw=n,ὁ,article,dh/mwn,δῆμος,noun,to\n,ὁ,article,dhmo/thn,δημότης,noun,kalei=sqai/,καλέω,verb,fhsi,φημί,verb,*paianie/a,Παιανιεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diafe/rousi,διαφέρω,verb,de\,δέ,particle,ou(=toi,οὗτος,pronoun,tw=n,ὁ,article,*paionidw=n,Παιονίδης,proper,w(s,ὡς,conjunction,*)/istros,Ἴστρος,proper,e)n,ἐν,preposition,*)ata/ktw|,ἄτακτος,adjective,u(poshmai/nei,ὑποσημαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnhmoneu/ousi,μνημονεύω,verb,de\,δέ,particle,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,oi(,ὁ,article,r(h/tores,ῥήτωρ,noun,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,*dei/narxos,Δείναρχος,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*stefa/nou,Στέφανος,proper,peri\,περί,preposition,tou=,ὁ,article,o)xetou=,ὀχετός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh=mos,δῆμος,noun,de/,δέ,particle,e)stin,εἰμί,verb,ou(=tos,οὗτος,pronoun,th=s,ὁ,article,*leonti/dos,λεοντίς,noun,w(s,ὡς,conjunction,o(,ὁ,article,au)to\s,αὐτός,pronoun,*dio/dwros,Διόδωρος,proper,dhloi=,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dei/narxos,Δείναρχος,proper,e)n,ἐν,preposition,th=|,ὁ,article,kata\,κατά,preposition,*polueu/ktou,Πολυεύκτος,proper,e)kfulloforhqe/ntos,ἐξεκφυλλοφορέω,verb,e)ndei/cei,ἔνδειξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/pote,μήποτε,adverb,palinai/reton,παλιναίρετος,adjective,le/gei,λέγω,verb,o(,ὁ,article,r(h/twr,ῥήτωρ,noun,to\n,ὁ,article,*polu/eukton,Πολυεύκτος,proper,e)peidh/per,ἐπεί,conjunction,sukofantw=n,συκοφαντέω,verb,tina\s,τις,pronoun,e)/peita,ἔπειτα,adverb,lamba/nwn,λαμβάνω,verb,dw=ra,δῶρον,noun,tou/tois,οὗτος,pronoun,au)toi=s,αὐτός,pronoun,e)boh/qei,βοηθέω,verb,w(s,ὡς,conjunction,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,tw=|,ὁ,article,lo/gw|,λόγος,noun,dei/knutai,δείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,sukofa/nths,συκοφάντης,noun,a(lou\s,ἁλίσκομαι,verb,e)zhmiou=to,ζημιόω,verb,kai\,καί,conjunction,dia\,διά,preposition,tou=t',οὗτος,pronoun,e)kwlu/eto,κωλύω,verb,le/gein,λέγω,verb,pri\n,πρίν,adverb,a)poti=sai,ἀποτίνω,verb,th\n,ὁ,article,zhmi/an,ζημία,noun,h(\n,ὅς,pronoun,w)=flen,ὀφλισκάνω,verb,e)/peita,ἔπειτα,adverb,a)poti/sas,ἀποτίνω,verb,th\n,ὁ,article,zhmi/an,ζημία,noun,pa/lin,πάλιν,adverb,e)/legen,λέγω,verb,w(s,ὡς,conjunction,dhlou=tai,δηλόω,verb,kai\,καί,conjunction,tou=to,e)n,ἐν,preposition,tw=|,ὁ,article,lo/gw|,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,ga\r,γάρ,particle,tou\s,ὁ,article,toiou/tous,τοιοῦτος,adjective,e)ka/loun,καλέω,verb,palinaire/tous,παλιναίρετος,adjective,kai\,καί,conjunction,tou\s,ὁ,article,a)poxeirotonhqe/ntas,ἀποχειροτονέω,verb,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,kai\,καί,conjunction,pa/lin,πάλιν,adverb,xeirotonhqe/ntas,χειροτονέω,verb,*eu)/poli/s,Εὔπολις,proper,te,τε,particle,e)n,ἐν,preposition,*ba/ptais,βάπτης,noun,dhloi=,δηλόω,verb,kai\,καί,conjunction,*)/arxippos,Ἄρχιππος,proper,e)n,ἐν,preposition,toi=s,ὁ,article,*)ixqu/si,Ἰχθύς,proper,le/gwn,λέγω,verb,ai(roume/nous,te,τε,particle,pragma/twn,πρᾶγμα,noun,e)pista/tas,ἐπιστάτη,noun,a)podokima/zein,ἀποδοκιμάζω,verb,ei)=ta,εἶτα,adverb,dokima/zein,δοκιμάζω,verb,pa/lin,πάλιν,adverb,h)\n,ἐάν,conjunction,ou)=n,οὖν,particle,poiw=men,ποιέω,verb,αἱρέω,verb,tau=ta,οὗτος,pronoun,ki/ndunos,κίνδυνος,noun,laqei=n,λανθάνω,verb,a(paca/pantas,ἁπαξάπας,adjective,genome/nous,γίγνομαι,verb,palinaire/tous,παλιναίρετος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,tw=n,ὁ,article,kaqaireqe/ntwn,καθαιρέω,verb,oi)kodomhma/twn,οἰκοδόμημα,noun,kai\,καί,conjunction,a)noikodomhqe/ntwn,ἀνοικοδομέω,verb,*pi/ndaros,Πίνδαρος,proper,*diqura/mbois,διθύραμβος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)isai=os,,,me\n,μέν,particle,e)n,ἐν,preposition,tw=|,ὁ,article,pro\s,πρός,preposition,o)rgew=nas,ὀργέων,noun,mh/te,μήτε,particle,pali/nskion,παλίνσκιος,adjective,gi/gnesqai,γίγνομαι,verb,to\,ὁ,article,xwri/on,χωρίον,noun,a)nti\,ἀντί,preposition,tou=,ὁ,article,su/skion,σύσκιος,adjective,*)arxi/loxos,Ἀρχίλοχος,proper,de\,δέ,particle,trime/trois,τρίμετρος,adjective,pro\s,πρός,preposition,toi=xon,τοῖχος,noun,e)kli/nqhsan,κλίνω,verb,e)n,ἐν,preposition,palinski/w|,παλίνσκιος,adjective,a)nti\,ἀντί,preposition,tou=,ὁ,article,e)n,ἐν,preposition,skoteinw=|,kai\,καί,conjunction,*sofoklh=s,Σοφοκλέης,proper,*)ina/xw|,Ἴναχος,proper,xeimw=ni,χειμών,noun,su\n,σύν,preposition,palinski/w|,παλίνσκιος,adjective,a)nti\,ἀντί,preposition,tou=,ὁ,article,zoferw=|,ζοφερός,adjective,,,,σκοτεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ai)sxi/nhs,Αἰσχίνης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,presbei/as,πρέσβεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
