word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS
po/sei,ga\r,γάρ,particle,sunqanou=sa,συνθνήσκω,verb,kei/somai,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,fh/|s,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,tou=t',οὗτος,pronoun,ai)/nigma,αἴνιγμα,noun,shmai/neis,σημαίνω,verb,saqro/n,σαθρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/|ssw,qano/ntos,θνήσκω,verb,*kapane/ws,Καπανεύς,proper,th/nd',ὅδε,pronoun,e)s,εἰς,preposition,pura/n,πυρή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀίσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,qu/gater,θυγάτηρ,adjective,ou),οὐ,adverb,mh\,μή,conjunction,mu=qon,μῦθος,noun,e)s,εἰς,preposition,pollou\s,πολύς,adjective,e)rei=s,ἐρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=t',au)to\,αὐτός,pronoun,xrh/|zw,χρῄζω,verb,pa/ntas,πᾶς,adjective,*)argei/ous,Ἀργεῖος,proper,maqei=n,μανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ou)de/,οὐδέ,particle,toi/,σύ,pronoun,soi,σύ,pronoun,pei/somai,πάσχω,verb,drw/sh|,δράω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),ga\r,γάρ,particle,mh\,μή,conjunction,ki/xh|s,,,m',ἐγώ,pronoun,e(lw\n,αἱρέω,verb,xeri/,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,dh\,δή,particle,parei=tai,παρέζομαι,verb,sw=ma,σῶμα,adjective,soi\,σύ,pronoun,me\n,μέν,particle,ou),οὐ,adverb,fi/lon,φίλος,adjective,h(mi=n,ἐγώ,pronoun,de\,δέ,particle,kai\,καί,conjunction,tw=|,ὁ,article,sumpuroume/nw|,,,po/sei,πόσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w/,gu/nai,γυνή,noun,deino\n,δεινός,adjective,e)/rgon,ἔργον,noun,e)ceirga/sw,ἐξεργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἰώ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pwlo/mhn,du/sthnos,δύστηνος,adjective,*)argei/wn,Ἀργᾶς,proper,ko/rai,κόρη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)\,e)/,ἒ,interjection,sxe/tlia,σχέτλιος,adjective,ta/de,ὅδε,pronoun,paqw/n,πάσχω,verb,to\,ὁ,article,pa/ntolmon,πάντολμος,adjective,e)/rgon,ἔργον,noun,o)/yh|,ὁράω,verb,ta/las,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἒ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,a)/n,ἄν,particle,tin',τις,pronoun,eu(/roit',εὑρίσκω,verb,a)/llon,ἄλλος,adjective,a)qliw/teron,ἄθλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ta/las,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἰώ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mete/laxes,tu/xas,τύχη,noun,*oi)dipo/da,Οἰδιπόδης,proper,ge/ron,γέρων,noun,me/ros,μέρος,noun,kai\,καί,conjunction,su\,σύ,pronoun,kai\,καί,conjunction,po/lis,πόλις,adjective,e)ma\,ἐμός,adjective,tla/mwn,τλήμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μεταλαγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,dh\,δή,particle,brotoi=sin,βροτός,noun,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,to/de,ὅδε,pronoun,ne/ous,νέος,adjective,di\s,δίς,adverb,ei)=nai,εἰμί,verb,kai\,καί,conjunction,ge/rontas,γέρων,noun,au)=,αὖ,interjection,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',e)n,ἐν,preposition,do/mois,δόμος,noun,me\n,μέν,particle,h)/n,ἐάν,conjunction,ti,τις,pronoun,mh\,μή,conjunction,kalw=s,καλός,noun,e)/xh|,ἔχω,verb,gnw/maisin,γνώμη,noun,u(ste/raisin,ὑστέρα,noun,e)corqou/meqa,ἐξορθόω,verb,ai)w=na,αἰών,noun,d',δέ,particle,ou)k,οὐ,adverb,e)/cestin,ἔξεστι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),d',δέ,particle,h)=men,εἰμί,verb,ne/oi,νέος,adjective,di\s,δίς,adverb,kai\,καί,conjunction,ge/rontes,γέρων,noun,ei)/,εἰ,conjunction,tis,τις,pronoun,e)chma/rtane,ἐξαμαρτάνω,verb,diplou=,διπλόος,adjective,bi/ou,βίος,adjective,laxo/ntes,λαγχάνω,verb,e)cwrqou/meq',ἐξορθόω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ga\r,γάρ,particle,a)/llous,ἄλλος,adjective,ei)sorw=n,εἰσοράω,verb,teknoume/nous,τεκνόω,verb,pai/dwn,παῖς,adjective,e)rasth\s,ἐραστής,noun,h)=,ἦ,adverb,po/qw|,πόθος,noun,t',τε,particle,a)pwllu/mhn,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),d',δέ,particle,e)s,εἰς,preposition,to/d',ὅδε,pronoun,h)=lqon,ἔρχομαι,verb,ka)cepeira/qhn,ἐκπειράομαι,verb,te/knwn,τέκνον,noun,oi(=on,οἷος,adjective,ste/resqai,στέρομαι,verb,pate/ra,πατήρ,noun,gi/gnetai,γίγνομαι,verb,te/knwn,τέκνον,noun,ou)k,οὐ,adverb,a)/n,ἄν,particle,pot',ποτέ,particle,e)s,εἰς,preposition,to/d',ὅδε,pronoun,h)=lqon,ἔρχομαι,verb,ei)s,εἰς,preposition,o(\,ὅς,pronoun,nu=n,νῦν,adverb,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,futeu/sas,φυτεύω,verb,kai\,καί,conjunction,neani/an,νεανίης,noun,tekw\n,τίκτω,verb,a)/riston,ἄριστος,adjective,ei)=ta,εἶτα,adverb,tou=de,ὅδε,pronoun,nu=n,νῦν,adverb,steri/skomai,στερίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,dh\,δή,particle,xrh\,χρή,verb,to\n,ὁ,article,talai/pwro/n,ταλαίπωρος,adjective,me,ἐγώ,pronoun,dra=n,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stei/xein,pro\s,πρός,preposition,oi)/kous,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,στείχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)=|t',e)rhmi/an,ἐρημία,noun,i)/dw,εἶδον,verb,pollw=n,πολύς,adjective,mela/qrwn,μέλαθρον,noun,a)pori/an,ἀπορία,noun,t',τε,particle,e)mw=|,ἐμός,adjective,bi/w|,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,pro\s,πρός,preposition,me/laqra,μέλαθρον,noun,tou=de,ὅδε,pronoun,*kapane/ws,Καπανεύς,proper,mo/lw,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/dista,pri/n,πρίν,adverb,ge,γε,particle,dh=q',δῆτα,adverb,o(/t',ὅτε,conjunction,h)=n,εἰμί,verb,pai=s,πᾶς,adjective,h(/de,ὅδε,pronoun,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἡδύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ou)ke/t',οὐκέτι,adverb,e)/stin,εἰμί,verb,h(/,ὅς,pronoun,g',γε,particle,e)mh\n,ἐμός,adjective,geneia/da,γενειάς,noun,prosh/get',προσάγω,verb,ai)ei\,ἀεί,adverb,sto/mati,στόμα,noun,kai\,καί,conjunction,ka/ra,κάρα,noun,to/de,ὅδε,pronoun,katei=xe,κατέχω,verb,xeiri/,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patri\,d',δέ,particle,ou)de\n,οὐδείς,pronoun,h(/dion,ἡδύς,adjective,ge/ronti,γέρων,noun,qugatro/s,θυγάτηρ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)rse/nwn,de\,δέ,particle,mei/zones,μέγας,adverb,yuxai/,ψυχή,noun,glukei=ai,γλυκύς,adjective,d',δέ,particle,h(=sson,ἥσσων,adverb,e)s,εἰς,preposition,qwpeu/mata,θώπευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄρσην,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,dh=ta/,δῆτα,adverb,m',ἐγώ,pronoun,a)/cet',ἄγνυμι,verb,e)s,εἰς,preposition,do/mous,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sko/tw|,de\,δέ,particle,dw/set',δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σκότος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nq',a)siti/ais,ἀσιτία,noun,e)mo\n,ἐμός,adjective,de/mas,δέμας,noun,geraio\n,γεραιός,adjective,suntakei\s,συντήκω,verb,a)pofqerw=,ἀποφθείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔνθα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,m',ἐγώ,pronoun,w)felh/sei,ὠφελέω,verb,paido\s,παῖς,adjective,o)ste/wn,ὀστέον,noun,qigei=n,θιγγάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,duspa/laiston,δυσπάλαιστος,adjective,gh=ras,γῆρας,noun,w(s,ὡς,conjunction,misw=,μισέω,verb,s',σύ,pronoun,e)/xwn,ἔχω,verb,misw=,μισέω,verb,d',δέ,particle,o(/soi,ὅσος,adjective,xrh/|zousin,χρῄζω,verb,e)ktei/nein,ἐκτείνω,verb,bi/on,βίος,adjective,brwtoi=si,βρωτός,adjective,kai\,καί,conjunction,potoi=si,ποτός,adjective,kai\,καί,conjunction,mageu/masi,μάγευμα,adjective,parektre/pontes,παρεκτρέπω,verb,o)xeto\n,ὀχετός,noun,w(/ste,ὥστε,conjunction,mh\,μή,conjunction,qanei=n,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(\s,xrh=n,χράω,verb,e)peida\n,ἐπειδάν,conjunction,mhde\n,μηδείς,pronoun,w)felw=si,ὠφελέω,verb,gh=n,γῆ,noun,qano/ntas,θνήσκω,verb,e)/rrein,ἔρρω,verb,ka)kpodw\n,ἐκποδών,adverb,ei)=nai,εἰμί,verb,ne/ois,νέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,i)w/,ἰώ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἰώ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,dh\,δή,particle,pai/dwn,παῖς,adjective,kai\,καί,conjunction,dh\,δή,particle,fqime/nwn,φθίω,verb,o)sta=,ὀστέον,noun,fe/retai,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la/bet',a)mfi/poloi,ἀμφίπολος,adjective,grai/as,γραῖος,adjective,a)menou=s,ἀμενής,adjective,ou),οὐ,adverb,ga\r,γάρ,particle,e)/nestin,ἔνειμι,verb,r(w/mh,ῥώμη,noun,pai/dwn,παῖς,adjective,u(po\,ὑπό,preposition,pe/nqous,πένθος,noun,pollou=,πολύς,adjective,te,τε,particle,xro/nou,χρόνος,noun,zw/shs,ζάω,verb,me/tra,μέτρον,noun,dh\,δή,particle,kataleibome/nhs,καταλείβω,verb,t',τε,particle,a)/lgesi,ἄλγος,noun,polloi=s,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
