word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS
ske/pteo,σκέπτομαι,verb,d',δέ,particle,h)\,ἠέ,conjunction,a)nio/ntos,ἄνειμι,verb,h)\,ἠέ,conjunction,au)ti/ka,αὐτίκα,adverb,duome/noio,δύω,verb,ei)/,εἰ,conjunction,pou/,πού,adverb,oi(,ὁ,article,nefe/wn,νέφος,noun,ta\,ὁ,article,parh/lia,,,kiklh/skontai,κικλήσκω,verb,h)\,ἠέ,conjunction,no/ton,νότος,noun,h)e\,ἠέ,conjunction,borh=os,,,e)reu/qetai,ἐρεύθω,verb,h)\,ἠέ,conjunction,e(ka/terqen,ἑκάτερθε,adverb,mhd',μηδέ,particle,ou(/tw,οὕτως,adverb,skopih\n,σκοπιά,noun,tau/thn,οὗτος,pronoun,a)menhna\,ἀμενηνός,adjective,fula/ssein,φυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,o(/t',ὅτε,conjunction,a)mfote/rwqen,ἀμφοτέρωθεν,adverb,a(mou=,ἁμός,adjective,a(mou=,ἁμός,adjective,peri\,περί,preposition,me/sson,μέσος,adjective,e)/xousin,ἔχω,verb,h)e/lion,ἥλιος,noun,kei=nai,ἐκεῖνος,pronoun,nefe/lai,νεφέλη,noun,sxedo\n,σχεδόν,adverb,w)keanoi=o,Ὠκεανός,proper,gi/netai,γίγνομαι,verb,a)mboli/h,ἀμβολίη,noun,dio/qen,Διόθεν,adverb,xeimw=nos,χειμών,noun,i)o/ntos,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,ge,γε,particle,me\n,μέν,particle,e)k,ἐκ,preposition,bore/ao,,,mi/',εἷς,adjective,oi)/h,οἶος,adjective,foini/ssoito,φοινίσσω,verb,e)k,ἐκ,preposition,bore/w,Βορέας,proper,pnoia/s,πνοή,noun,ke,ἄν,particle,fe/roi,φέρω,verb,noti/h,νοτία,noun,de\,δέ,particle,no/toio,νότος,noun,h)\,ἠέ,conjunction,kai/,καί,conjunction,pou,πού,adverb,r(aqa/migges,ῥαθάμιγξ,adjective,e)pitroxo/ws',ἐπιτροχάω,verb,u(etoi=o,ὑετός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(speri/ois,ἑσπέριος,adjective,kai\,καί,conjunction,ma=llon,μᾶλλον,adverb,e)pi/trepe,ἐπιτρέπω,verb,sh/masi,σῆμα,adjective,tou/tois,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(spero/qen,,,ga\r,γάρ,particle,o(mw=s,ὁμῶς,adverb,shmai/netai,σημαίνω,verb,e)mmene\s,ἐμμενής,adjective,ai)ei/,ἀεί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/pteo,σκέπτομαι,verb,kai\,καί,conjunction,h(,ὁ,article,me/n,μέν,particle,t',τε,particle,o)li/gh|,ὀλίγος,adjective,ei)kui=a,ἔοικα,verb,a)xlu/i+,ἀχλύς,noun,borrai/h,,,u(po\,ὑπό,preposition,*karki/nw|,Καρκίνος,proper,h(ghla/zei,ἡγηλάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi\,ἀμφί,preposition,de/,δέ,particle,min,μιν,pronoun,du/o,δύο,adjective,lepta\,λεπτόν,noun,faeino/menoi,φαίνω,verb,fore/ontai,φορέω,verb,a)ste/res,ἀστήρ,noun,ou)/te,οὔτε,adverb,ti,τις,pronoun,pollo\n,πολύς,adjective,a)ph/oroi,ἀπήορος,adjective,ou)/te,οὔτε,adverb,ma/l',μάλα,adverb,e)ggu/s,ἐγγύς,adverb,a)ll',ἀλλά,adverb,o(/sson,ὅσος,adjective,te,τε,particle,ma/lista,μάλιστα,adverb,pugou/sion,πυγούσιος,adjective,oi)i/sasqai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=s,εἶμι,verb,me\n,μέν,particle,pa\r,παρά,preposition,bore/ao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no/tw|,νότος,noun,d',δέ,particle,e)pike/klitai,ἐπικλίνω,verb,a)/llos,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tai\,ὁ,article,me\n,μέν,particle,kale/ontai,καλέω,verb,me/ssh,μέσος,adjective,de/,δέ,particle,te,τε,particle,*fa/tnh,φάτνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/te,ὅστε,pronoun,kai\,καί,conjunction,e)capi/nhs,ἐξαπίνης,adverb,pa/nth,πάντῃ,adverb,*dio\s,Ζεύς,proper,eu)dio/wntos,εὐδιάω,verb,gi/net',γίγνομαι,verb,a)/fantos,ἄφαντος,adjective,o(/lh,ὅλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,d',δέ,particle,a)mfote/rwqen,ἀμφοτέρωθεν,adverb,i)o/ntes,εἶμι,verb,a)ste/res,ἀστήρ,noun,a)llh/lwn,ἀλλήλων,pronoun,au)tosxedo\n,αὐτοσχεδόν,adverb,i)nda/llontai,ἰνδάλλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,o)li/gw|,ὀλίγος,adjective,xeimw=ni,χειμών,noun,to/te,τότε,adverb,klu/zontai,κλύζω,verb,a)/rourai,ἄρουρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,melai/nhtai,μελαίνω,verb,toi\,σύ,pronoun,d',δέ,particle,au)ti/k',αὐτίκα,adverb,e)oiko/tes,ἔοικα,verb,w)=sin,εἰμί,verb,a)ste/res,ἀστήρ,noun,a)mfo/teroi,ἀμφότερος,adjective,peri/,περί,preposition,x',ἄν,particle,u(/dati,ὕδωρ,noun,shmai/noien,σημαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,o(,ὁ,article,me\n,μέν,particle,e)k,ἐκ,preposition,bore/w,Βορέας,proper,*fa/tnhs,φάτνη,noun,a)menhna\,ἀμενηνός,adjective,faei/noi,φαίνω,verb,lepto\n,λεπτός,adjective,e)paxlu/wn,ἐπαχλύω,verb,no/tios,νότιος,adjective,d*)/onos,,,a)glao\s,ἀγλαός,adjective,ei)/h,ἀίω,verb,deide/xqai,δέχομαι,verb,a)ne/moio,ἄνεμος,noun,no/tou,νότος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bore/w,Βορέας,proper,de\,δέ,particle,ma/la,μάλα,adverb,xrh/,χρή,verb,e)/mpalin,ἔμπαλιν,adverb,a)xluo/enti,ἀχλυόεις,adjective,faeinome/nw|,φαίνω,verb,te,τε,particle,dokeu/ein,δοκεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sh=ma,σῆμα,adjective,de/,δέ,particle,toi,τοι,particle,a)ne/moio,ἄνεμος,noun,kai\,καί,conjunction,oi)dai/nousa,οἰδάνω,verb,qa/lassa,θάλασσα,noun,gine/sqw,γίγνομαι,verb,kai\,καί,conjunction,makro\n,μακρός,adjective,e)p',ἐπί,preposition,ai)gialoi\,αἰγιαλός,noun,boo/wntes,βοάω,verb,a)ktai/,ἀκτή,noun,t',τε,particle,ei)na/lioi,ἐνάλιος,adjective,o(po/t',ὁπότε,adverb,eu)/dioi,εὔδιος,adjective,h)xh/essai,ἠχήεις,adjective,gi/nontai,γίγνομαι,verb,korufai/,κορυφή,noun,te,τε,particle,bow/menai,βάζω,verb,ou)/reos,ὄρος,adjective,a)/krai,ἄκρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,d',δέ,particle,a)/n,ἄν,particle,e)pi\,ἐπί,preposition,chrh\n,ξηρός,adjective,o(/t',ὅτε,conjunction,e)rwdio\s,ἐρῳδιός,noun,ou),οὐ,adverb,kata\,κατά,preposition,ko/smon,κόσμος,noun,e)c,ἐκ,preposition,a(lo\s,ἅλς,adjective,e)/rxhtai,ἔρχομαι,verb,fwnh=|,φωνή,noun,peripolla\,,,lelhkw/s,λάσκω,verb,kinume/nou,κίνυμαι,verb,ke,ἄν,particle,qa/lassan,θάλασσα,noun,u(/per,ὑπέρ,preposition,fore/oit',φορέω,verb,a)ne/moio,ἄνεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,pote,ποτέ,particle,kai\,καί,conjunction,ke/pfoi,κέπφος,noun,o(po/t',ὁπότε,adverb,eu)/dioi,εὔδιος,adjective,pote/ontai,ποτάομαι,verb,a)nti/a,ἀντίον,adjective,mello/ntwn,μέλλω,verb,a)ne/mwn,ἄνεμος,noun,ei)lhda\,εἰληδά,adverb,fe/rontai,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla/ki,πολλάκις,adverb,d',δέ,particle,a)gria/des,ἀγριάς,noun,nh=ssai,νῆττα,noun,h)/,ἠέ,conjunction,ei)nali/dinai,,,ai)/quiai,αἴθυια,noun,xersai=a,χερσαῖος,adjective,tina/ssontai,τινάσσω,verb,pteru/gessin,πτέρυξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,nefe/lh,νεφέλη,noun,o)/reos,ὄρος,adjective,mhku/netai,μηκύνω,verb,e)n,ἐν,preposition,korufh=|sin,κορυφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,kai\,καί,conjunction,pa/ppoi,πάππος,noun,leukh=s,λευκός,adjective,gh/reion,γήρειον,noun,a)ka/nqhs,ἄκανθα,adjective,sh=m',σῆμα,adjective,e)ge/nont',γίγνομαι,verb,a)ne/mou,ἄνεμος,noun,kwfh=s,κωφός,adjective,a(lo\s,ἅλς,adjective,o(ppo/te,ὁπότε,adverb,polloi\,πολύς,adjective,a)/kron,ἄκρον,noun,e)piplw/wsi,ἐπιπλάζω,verb,ta\,ὁ,article,me\n,μέν,particle,pa/ros,πάρος,preposition,a)/lla,ἄλλος,adjective,d',δέ,particle,o)pi/ssw,ὀπίσσω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,qe/reos,θέρος,noun,brontai/,βροντή,noun,te,τε,particle,kai\,καί,conjunction,a)strapai\,ἀστραπή,noun,e)/nqen,ἔνθεν,adverb,i)/wsin,εἶμι,verb,e)/nqen,ἔνθεν,adverb,e)perxome/noio,ἐπέρχομαι,verb,periskope/ein,περισκοπέω,verb,a)ne/moio,ἄνεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dia\,διά,preposition,nu/kta,νύξ,adjective,me/lainan,μέλας,adjective,o(/t',ὅτε,conjunction,a)ste/res,ἀστήρ,noun,a)i/+sswsin,ἀίσσω,verb,tarfe/a,ταρφύς,adjective,tai\,ὁ,article,d',δέ,particle,o)/piqen,ὄπισθεν,adverb,r(umoi\,ῥυμός,noun,u(poleukai/nwntai,ὑπολευκαίνομαι,verb,deide/xqai,δέχομαι,verb,kei/nois,ἐκεῖνος,pronoun,au)th\n,αὐτός,pronoun,o(do\n,ὁδός,adjective,e)rxome/noio,ἔρχομαι,verb,pneu/matos,πνεῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,kai\,καί,conjunction,a)/lloi,ἄλλος,adjective,e)nanti/oi,ἐναντίος,adjective,a)i/+sswsin,ἀίσσω,verb,a)/lloi,ἄλλος,adjective,d',δέ,particle,e)c,ἐκ,preposition,a)/llwn,ἄλλος,adjective,mere/wn,μέρα,noun,to/te,τότε,adverb,dh\,δή,particle,pefu/laco,φυλάσσω,verb,pantoi/wn,παντοῖος,adjective,a)ne/mwn,ἄνεμος,noun,oi(/,ἕ,pronoun,t',τε,particle,a)/kritoi/,ἄκριτος,adverb,ei)si,εἰμί,verb,ma/lista,μάλιστα,adverb,a)/krita,ἄκριτος,adverb,de\,δέ,particle,pnei/ousin,πνέω,verb,e)p',ἐπί,preposition,a)ndra/si,ἀνήρ,noun,tekmh/rasqai,τεκμαίρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta/r,ἀτάρ,particle,o(/t',ὅτε,conjunction,e)c,ἐκ,preposition,eu)/roio,,,kai\,καί,conjunction,e)k,ἐκ,preposition,no/tou,νότος,noun,a)stra/pth|sin,ἀστράπτω,verb,a)/llote,ἄλλοτε,adverb,d',δέ,particle,e)k,ἐκ,preposition,zefu/roio,Ζέφυρος,proper,kai\,καί,conjunction,a)/llote,ἄλλοτε,adverb,pa\r,παρά,preposition,bore/ao,,,dh\,δή,particle,to/te,τότε,adverb,tis,τις,pronoun,pela/gei,πέλαγος,noun,e)/ni,ἐν,preposition,dei/die,δείδω,verb,nauti/los,ναυτίλος,noun,a)nh/r,ἀνήρ,noun,mh/,μή,conjunction,min,μιν,pronoun,th=|,ὁ,article,me\n,μέν,particle,e)/xh|,ἔχω,verb,pe/lagos,πέλαγος,noun,th=|,ὁ,article,d',δέ,particle,e)k,ἐκ,preposition,*dio\s,Ζεύς,proper,u(/dwr,ὕδωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/dati,ὕδωρ,noun,ga\r,γάρ,particle,tossai/de,τοσόσδε,adjective,peri\,περί,preposition,steropai\,στεροπή,noun,fore/ontai,φορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla/ki,πολλάκις,adverb,d',δέ,particle,e)rxome/nwn,ἔρχομαι,verb,u(etw=n,ὑετός,noun,ne/fea,νέφος,noun,propa/roiqen,προπάροιθε,preposition,oi)=a,οἶος,adjective,ma/lista,μάλιστα,adverb,po/koisin,πόκος,noun,e)oiko/ta,ἔοικα,verb,i)nda/llontai,ἰνδάλλομαι,verb,h)\,ἠέ,conjunction,didu/mh,δίδυμος,adjective,e)/zwse,ζώννυμι,verb,dia\,διά,preposition,me/gan,μέγας,adverb,ou)rano\n,οὐρανός,noun,i)=ris,ἶρις,noun,h)\,ἠέ,conjunction,kai/,καί,conjunction,pou/,πού,adverb,tis,τις,pronoun,a(/lwa,,,melainome/nhn,μελαίνω,verb,e)/xei,ἔχω,verb,a)sth/r,ἀστήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
