word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/2/lemma/@_entry,word/2/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS
nu=n,νῦν,adverb,d',δέ,particle,au)/t',i)dw\n,εἶδον,verb,me\n,μέν,particle,gnou/s,γιγνώσκω,verb,te,τε,particle,sh=|,σός,adjective,yuxh=|,ψυχή,noun,te/knon,τέκνον,noun,ou)k,οὐ,adverb,oi)=sq',οἶδα,verb,e)xrh/sw,χράω,verb,d',δέ,particle,αὐτός,pronoun,ou)de\n,e)n,ἐν,preposition,do/mois,δόμος,noun,e)/xwn,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/sthne,δύστηνος,adjective,krato\s,κράς,verb,w(/s,s',σύ,pronoun,e)/keiren,κείρω,verb,a)qli/ws,ἄθλιος,adjective,tei/xh,τεῖχος,noun,patrw=|a,πατρῷος,adjective,*loci/ou,Λοξίας,proper,purgw/mata,πύργωμα,noun,o(\n,ὅς,pronoun,po/ll',πολύς,adjective,e)kh/peus',κηπεύω,verb,h(,ὁ,article,ὅς,pronoun,tekou=sa,bo/struxon,βόστρυχος,noun,filh/masi/n,φίλημα,noun,t',τε,particle,e)/dwken,δίδωμι,verb,e)/nqen,ἔνθεν,adverb,e)kgela=|,ἐκγελάω,verb,o)ste/wn,ὀστέον,noun,r(age/ntwn,ἀράσσω,verb,fo/nos,φόνος,noun,i(/n',ἵνα,conjunction,τίκτω,verb,ai)sxra\,αἰσχρός,adjective,mh\,μή,conjunction,le/gw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,xei=res,χείρ,noun,w(s,ei)kou\s,εἰκών,noun,me\n,μέν,particle,h(dei/as,ἡδύς,adjective,patro\s,πατήρ,noun,ke/kthsq',κτάομαι,verb,e)n,ἐν,preposition,a)/rqrois,ἄρθρον,noun,d',δέ,particle,e)/klutoi,ἔκλυτος,adjective,pro/keisqe/,πρόκειμαι,verb,moi,ἐγώ,pronoun,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,polla\,πολύς,adjective,ko/mpous,e)kbalo\n,,,fi/lon,φίλος,adjective,sto/ma,στόμα,noun,o)/lwlas,ὄλλυμι,verb,e)yeu/sw,ψεύδω,verb,m',ἐγώ,pronoun,o(/t',ὅτε,conjunction,e)spi/ptwn,εἰσπίπτω,verb,pe/plous,πέπλος,noun,*)=w,ὦ,interjection,mh=ter,μήτηρ,noun,κόμπος,noun,hu)/das,h)=,ἦ,adverb,polu/n,πολύς,adjective,soi,σύ,pronoun,bostru/xwn,βόστρυχος,noun,plo/kamon,πλόκαμος,noun,kerou=mai,κείρω,verb,pro\s,πρός,preposition,ta/fon,τάφος,noun,q',τε,particle,o(mhli/kwn,ὁμῆλιξ,noun,αὐδάω,verb,kw/mous,κῶμος,noun,a)pa/cw,ἀπάγω,verb,fi/la,φίλος,adjective,didou\s,δίδωμι,verb,prosfqe/gmata,πρόσφθεγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,ou)k,e)/m',ἐγώ,pronoun,a)ll',ἀλλά,adverb,e)gw\,ἐγώ,pronoun,se\,σύ,pronoun,to\n,ὁ,article,new/teron,νέος,adjective,grau=s,γραῦς,adjective,a)/polis,ἄπολις,adjective,a)/teknos,ἄτεκνος,adjective,a)/qlion,ἄθλιος,adjective,qa/ptw,θάπτω,verb,οὐ,adverb,nekro/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νεκρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,ta\,ὁ,article,po/ll',a)spa/smaq',ἄσπασμα,noun,ai(/,ὅς,pronoun,t',τε,particle,e)mai\,ἐμός,adjective,trofai\,τροφή,noun,u(/pnoi,ὕπνος,noun,t',τε,particle,e)kei=noi,ἐκεῖνος,pronoun,frou=da/,φροῦδος,adjective,moi,ἐγώ,pronoun,,,,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,kai/,καί,conjunction,pote,gra/yeien,γράφω,verb,a)/n,ἄν,particle,se,σύ,pronoun,mousopoio\s,μουσοποιός,adjective,e)n,ἐν,preposition,ta/fw|,τάφος,noun,,,,,,,,,,,,,,,,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to\n,ὁ,article,pai=da,παῖς,adjective,to/nd',e)/kteinan,ἐκτείνω,verb,*)argei=oi/,Ἀργεῖος,proper,pote,ποτέ,particle,dei/santes,δείδω,verb,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sxro\n,αἰσχρός,adjective,tou)pi/gramma/,ἐπίγραμμα,noun,g',*(ella/di,Ἑλλάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)=n,οὖν,particle,patrw/|wn,ou),οὐ,adverb,laxw\n,λαγχάνω,verb,e(/ceis,ἔχω,verb,o(/mws,ὅμως,conjunction,e)n,ἐν,preposition,h(=|,ὅς,pronoun,tafh/sh|,θάπτω,verb,xalko/nwton,χαλκόνωτος,adjective,i)te/an,ἰτέα,noun,,,,,,,πατρῷος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,kalli/phxun,καλλίπηχυς,adjective,*(/ektoros,braxi/ona,βραχίων,adjective,sw/|zous',σώζω,verb,a)/riston,ἄριστος,adjective,fu/lak',φύλαξ,noun,a)pw/lesas,ἀπόλλυμι,verb,se/qen,σύ,pronoun,,,,,,,,,,,,,,,,Ἕκτωρ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,h(du\s,ἡδύς,adjective,e)n,po/rpaki,πόρπαξ,noun,sw=|,σός,adjective,kei=tai,κέω,verb,tu/pos,τύπος,noun,i)/tuo/s,ἴτυς,adjective,t',τε,particle,e)n,ἐν,preposition,eu)to/rnoisi,εὔτορνος,adjective,peridro/mois,περίδρομος,adjective,i(drw/s,ἱδρώς,noun,o(\n,ὅς,pronoun,ἐν,preposition,e)k,metw/pou,μέτωπον,noun,polla/kis,πολλάκις,adverb,po/nous,πόνος,noun,e)/xwn,ἔχω,verb,e)/stazen,στάζω,verb,*(/ektwr,Ἕκτωρ,proper,prostiqei\s,προστίθημι,verb,geneia/di,γενειάς,noun,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/rete,φέρω,verb,komi/zet',κομίζω,verb,a)qli/w|,ko/smon,κόσμος,noun,nekrw=|,νεκρός,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,paro/ntwn,πάρειμι,verb,,,,,,,,,,,,,,,,,,,ἄθλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)s,ka/llos,κάλλος,noun,tu/xas,τύχη,noun,dai/mwn,δαίμων,adjective,di/dwsin,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,d',δέ,particle,e)/xw,lh/yh|,λῆψις,adjective,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qnhtw=n,θνητός,adjective,de\,δέ,particle,mw=ros,o(/stis,ὅστις,pronoun,eu)=,εὖ,adverb,pra/ssein,πράσσω,verb,dokw=n,δοκάζω,verb,be/baia,βέβαιος,adjective,xai/rei,χαίρω,verb,,,,,,,,,,,,,,,,μωρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,tro/pois,τρόπος,noun,ga\r,ai(,ὁ,article,tu/xai,τύχη,noun,e)/mplhktos,ἔμπληκτος,adjective,w(s,ὡς,conjunction,a)/nqrwpos,ἄνθρωπος,noun,a)/llot',ἄλλοτε,adverb,a)/llose,ἄλλοτε,adverb,phdw=si,πηδάω,verb,kou)dei\s,οὐδείς,pronoun,au)to\s,αὐτός,pronoun,eu)tuxei=,εὐτυχέω,verb,γάρ,particle,pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,pro/xeiron,ai(/de,ὅδε,pronoun,soi,σύ,pronoun,skuleuma/twn,σκύλευμα,noun,*frugi/wn,Φρύγιος,proper,fe/rousi,φέρω,verb,ko/smon,κόσμος,noun,e)ca/ptein,ἐξάπτω,verb,nekrw=|,νεκρός,noun,,,,,,,,,,πρόχειρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,te/knon,τέκνον,noun,ou)x,i(/ppoisi,ἵππος,noun,nikh/santa/,νικάω,verb,se,σύ,pronoun,ou)d',οὐδέ,particle,h(/likas,ἁλίζω,verb,to/coisin,τόξον,noun,ou(\s,ὅς,pronoun,*fru/ges,Φρύξ,proper,no/mous,νόμος,noun,timw=sin,τιμάω,verb,ou)k,οὐ,adverb,οὐ,adverb,e)s,plhsmona\s,πλησμονή,noun,qhrwme/nh,θηράω,verb,mh/thr,μήτηρ,noun,patro/s,πατήρ,noun,soi,σύ,pronoun,prosti/qhs',προστίθημι,verb,a)ga/lmata,ἄγαλμα,noun,tw=n,ὁ,article,sw=n,σός,adjective,pot',ποτέ,particle,εἰς,preposition,o)/ntwn,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de/,δέ,particle,s',h(,ὁ,article,qeostugh\s,θεοστυγής,adverb,a)fei/leq',ἀφαιρέω,verb,*(ele/nh,Ἑλένη,proper,pro\s,πρός,preposition,de\,δέ,particle,kai\,καί,conjunction,yuxh\n,ψυχή,noun,se/qen,σύ,pronoun,e)/kteine,ἐκτείνω,verb,kai\,καί,conjunction,σύ,pronoun,pa/nt',oi)=kon,οἶκος,noun,e)capw/lesen,ἐξαπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)\,ἒ,interjection,e)/,ἒ,interjection,frenw=n,e)/qiges,θιγγάνω,verb,e)/qiges,θιγγάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,me/gas,μέγας,adverb,e)moi/,pot',ποτέ,particle,a)\n,ἄν,particle,a)na/ktwr,ἄναξ,noun,po/lews,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,d',δέ,particle,e)n,ga/moisi,γάμος,adjective,xrh=n,χράω,verb,se,σύ,pronoun,prosqe/sqai,προστίθημι,verb,xroi\+,χρώς,noun,*)asiati/dwn,Ἀσιανός,proper,gh/manta,γαμέω,verb,th\n,ὁ,article,u(perta/thn,ὑπέρτατος,adjective,*fru/gia,Φρύγιος,proper,pe/plwn,πέπλος,noun,ἐν,preposition,a)ga/lmat',e)ca/ptw,ἐξάπτω,verb,xroo/s,χρώς,noun,,,,,,,,,,,,,,,,,,,,,,,,,ἄγαλμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,t',τε,particle,w)=,pot',ποτέ,particle,ou)=sa,εἰμί,verb,kalli/nike,καλλίνικος,adjective,muri/wn,μυρίος,adjective,mh=ter,μήτηρ,noun,tropai/wn,τρόπαιον,noun,*(/ektoros,Ἕκτωρ,proper,fi/lon,φίλος,adjective,sa/kos,σάκκος,noun,stefanou=,στεφανόω,verb,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qanh=|,θνήσκω,verb,ga\r,γάρ,particle,ou),qanou=sa,θνήσκω,verb,su\n,σύν,preposition,nekrw=|,νεκρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,se\,σύ,pronoun,pollw=|,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,ta\,ὁ,article,tou=,ὁ,article,sofou=,σοφός,adjective,kakou=,κακός,adjective,t',τε,particle,*)odusse/ws,Ὀδυσσεύς,proper,a)/cion,ἄξιος,adjective,tima=n,τιμάω,verb,o(/pla,ὅπλον,noun,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ai=,αἰαῖ,interjection,ai)ai=,αἰαῖ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pikro\n,πικρός,adjective,o)/durma,ὄδυρμα,noun,gai=a/,s',σύ,pronoun,w)=,ὦ,interjection,te/knon,τέκνον,noun,de/cetai,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,γαῖα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ste/naze,στενάζω,verb,ma=ter,μήτηρ,noun,ai)ai=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αἰαῖ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nekrw=n,νεκρός,noun,i)/akxon,Ἴακχος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,oi)/moi,οἴμοι,interjection,dh=ta,sw=n,σός,adjective,a)la/stwn,ἄλαστος,adjective,kakw=n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,δῆτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telamw=sin,τελαμών,noun,e(/lkh,ἕλκος,noun,ta\,me\n,μέν,particle,e)gw/,ἐγώ,pronoun,s',σύ,pronoun,i)a/somai,ἰάομαι,verb,tlh/mwn,τλήμων,adjective,i)atro/s,ἰατρός,noun,o)/nom',ὄνομα,adjective,e)/xousa,ἔχω,verb,ta)/rga,ἔργον,noun,d',δέ,particle,ou)/,οὐ,adverb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,e)n,nekroi=si,νεκρός,noun,frontiei=,φροντίζω,verb,path\r,πατήρ,noun,se/qen,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/rass',ἀράσσω,verb,a)/rasse,ἀράσσω,verb,kra=ta,pitu/lous,πίτυλος,noun,didou=sa,δίδωμι,verb,xeiro/s,χείρ,noun,i)w/,ἰώ,interjection,moi/,ἐγώ,pronoun,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,κράς,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
