word/0/@_form,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
*)ea\n,mei/nhte,e)n,ἐν,preposition,e)moi\,ἐγώ,pronoun,kai\,καί,conjunction,ta\,ὁ,article,r(h/mata/,ῥῆμα,noun,mou,ἐγώ,pronoun,e)n,ἐν,preposition,u(mi=n,σύ,pronoun,mei/nh|,μένω,verb,o(\,ὅς,pronoun,e)a\n,ἐάν,conjunction,qe/lhte,ἐθέλω,verb,ai)th/sasqe,αἰτέω,verb,kai\,καί,conjunction,genh/setai,γίγνομαι,verb,ἐάν,conjunction,μένω,verb,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,tou/tw|,e)doca/sqh,δοξάζω,verb,o(,ὁ,article,path/r,πατήρ,noun,mou,ἐγώ,pronoun,i(/na,ἵνα,conjunction,karpo\n,καρπός,noun,polu\n,πολύς,adjective,fe/rhte,φέρω,verb,kai\,καί,conjunction,ge/nhsqe,γίγνομαι,verb,e)moi\,ἐγώ,pronoun,maqhtai/,μαθητής,noun,,,,,,,,,,ἐν,preposition,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaqw\s,h)ga/phse/n,me,ἐγώ,pronoun,o(,ὁ,article,path/r,πατήρ,noun,ka)gw\,ἐγώ,pronoun,u(ma=s,σύ,pronoun,h)ga/phsa,ἀγαπάω,verb,mei/nate,μένω,verb,e)n,ἐν,preposition,th=|,ὁ,article,a)ga/ph|,ἀγάπη,noun,th=|,ὁ,article,e)mh=|,ἐμός,adjective,,,,,,,,,,καθώς,adverb,ἀγαπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ta\s,e)ntola/s,ἐντολή,noun,mou,ἐγώ,pronoun,thrh/shte,τηρέω,verb,menei=te,μένω,verb,e)n,ἐν,preposition,th=|,ὁ,article,a)ga/ph|,ἀγάπη,noun,mou,ἐγώ,pronoun,kaqw\s,καθώς,adverb,e)gw\,ἐγώ,pronoun,tou=,ὁ,article,patro\s,πατήρ,noun,ta\s,ὁ,article,e)ntola\s,ἐντολή,noun,teth/rhka,τηρέω,verb,ἐάν,conjunction,ὁ,article,kai\,καί,conjunction,me/nw,μένω,verb,au)tou=,αὐτός,pronoun,e)n,ἐν,preposition,th=|,ὁ,article,a)ga/ph|,ἀγάπη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,lela/lhka,u(mi=n,σύ,pronoun,i(/na,ἵνα,conjunction,h(,ὁ,article,xara\,χαρά,noun,h(,ὁ,article,e)mh\,ἐμός,adjective,e)n,ἐν,preposition,u(mi=n,σύ,pronoun,h)=|,εἰμί,verb,kai\,καί,conjunction,h(,ὁ,article,xara\,χαρά,noun,u(mw=n,σύ,pronoun,plhrwqh=|,πληρόω,verb,,,,οὗτος,pronoun,λαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/th,e)sti\n,h(,ὁ,article,e)ntolh\,ἐντολή,noun,h(,ὁ,article,e)mh\,ἐμός,adjective,i(/na,ἵνα,conjunction,a)gapa=te,ἀγαπάω,verb,a)llh/lous,ἀλλήλων,pronoun,kaqw\s,καθώς,adverb,h)ga/phsa,ἀγαπάω,verb,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,οὗτος,pronoun,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei/zona,tau/ths,a)ga/phn,ἀγάπη,noun,ou)dei\s,οὐδείς,pronoun,e)/xei,ἔχω,verb,i(/na,ἵνα,conjunction,tis,τις,pronoun,th\n,ὁ,article,yuxh\n,ψυχή,noun,au)tou=,αὐτός,pronoun,qh=|,θάομαι,verb,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,fi/lwn,φίλων,noun,au)tou=,αὐτός,pronoun,,,,,,,μέγας,adverb,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,fi/loi,mou/,ἐγώ,pronoun,e)ste,εἰμί,verb,e)a\n,ἐάν,conjunction,poih=te,ποιέω,verb,o(\,ὅς,pronoun,e)gw\,ἐγώ,pronoun,e)nte/llomai,ἐντέλλω,verb,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)ke/ti,le/gw,u(ma=s,σύ,pronoun,dou/lous,δοῦλος,noun,o(/ti,ὅστις,pronoun,o(,ὁ,article,dou=los,δοῦλος,noun,ou)k,οὐ,adverb,oi)=den,οἶδα,verb,ti/,τίς,pronoun,poiei=,ποιέω,verb,au)tou=,αὐτός,pronoun,o(,ὁ,article,ku/rios,κῦρος,noun,,,,,,,,,,οὐκέτι,adverb,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(ma=s,de\,ei)/rhka,ἐρῶ,verb,fi/lous,φῖλος,noun,o(/ti,ὅστις,pronoun,pa/nta,πᾶς,adjective,a(\,ὅς,pronoun,h)/kousa,ἀκούω,verb,para\,παρά,preposition,tou=,ὁ,article,patro/s,πατήρ,noun,mou,ἐγώ,pronoun,e)gnw/risa,γνωρίζω,verb,u(mi=n,σύ,pronoun,,,,,,,,,,σύ,pronoun,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,u(mei=s,me,ἐγώ,pronoun,e)cele/casqe,ἐκλέγω,verb,a)ll',ἀλλά,adverb,e)gw\,ἐγώ,pronoun,e)celeca/mhn,ἐκλέγω,verb,u(ma=s,σύ,pronoun,kai\,καί,conjunction,e)/qhka,τίθημι,verb,u(ma=s,σύ,pronoun,i(/na,ἵνα,conjunction,u(mei=s,σύ,pronoun,u(pa/ghte,ὑπάγω,verb,kai\,καί,conjunction,karpo\n,καρπός,noun,fe/rhte,φέρω,verb,οὐ,adverb,σύ,pronoun,kai\,καί,conjunction,o(,ὁ,article,karpo\s,καρπός,noun,u(mw=n,σύ,pronoun,me/nh|,μένω,verb,i(/na,ἵνα,conjunction,o(/ti,ὅστις,pronoun,a)\n,ἄν,particle,ai)th/shte,αἰτέω,verb,to\n,ὁ,article,pate/ra,πατήρ,noun,e)n,ἐν,preposition,tw=|,ὁ,article,o)no/mati/,ὄνομα,adjective,mou,ἐγώ,pronoun,dw=|,δίδωμι,verb,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,e)nte/llomai,u(mi=n,σύ,pronoun,i(/na,ἵνα,conjunction,a)gapa=te,ἀγαπάω,verb,a)llh/lous,ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,ἐντέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei),o(,ko/smos,κόσμος,noun,u(ma=s,σύ,pronoun,misei=,μισέω,verb,ginw/skete,γιγνώσκω,verb,o(/ti,ὅστις,pronoun,e)me\,ἐγώ,pronoun,prw=ton,πρότερος,adjective,u(mw=n,σύ,pronoun,memi/shken,μισέω,verb,,,,,,,,,,,,,,,,,,,εἰ,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),e)k,tou=,ὁ,article,ko/smou,κόσμος,noun,h)=te,εἰμί,verb,o(,ὁ,article,ko/smos,κόσμος,noun,a)\n,ἄν,particle,to\,ὁ,article,i)/dion,ἴδιος,adjective,e)fi/lei,φιλέω,verb,,,,,,,,,,,,,,,,,,,εἰ,conjunction,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,de\,e)k,ἐκ,preposition,tou=,ὁ,article,ko/smou,κόσμος,noun,ou)k,οὐ,adverb,e)ste/,εἰμί,verb,a)ll',ἀλλά,adverb,e)gw\,ἐγώ,pronoun,e)celeca/mhn,ἐκλέγω,verb,u(ma=s,σύ,pronoun,e)k,ἐκ,preposition,tou=,ὁ,article,ko/smou,κόσμος,noun,dia\,διά,preposition,tou=to,οὗτος,pronoun,misei=,μισέω,verb,ὅστις,pronoun,δέ,particle,u(ma=s,σύ,pronoun,o(,ὁ,article,ko/smos,κόσμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnhmoneu/ete,tou=,lo/gou,λόγος,noun,ou(=,ἕ,pronoun,e)gw\,ἐγώ,pronoun,ei)=pon,εἶπον,verb,u(mi=n,σύ,pronoun,*ou)k,οὐ,adverb,e)/stin,εἰμί,verb,dou=los,δοῦλος,noun,mei/zwn,μέγας,adverb,tou=,ὁ,article,kuri/ou,κύριος,adjective,au)tou=,αὐτός,pronoun,,,,,,,,,,μνημονεύω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),e)me\,e)di/wcan,διώκω,verb,kai\,καί,conjunction,u(ma=s,σύ,pronoun,diw/cousin,διώκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),to\n,lo/gon,λόγος,noun,mou,ἐγώ,pronoun,e)th/rhsan,τηρέω,verb,kai\,καί,conjunction,to\n,ὁ,article,u(me/teron,ὑμέτερος,adjective,thrh/sousin,τηρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,tau=ta,pa/nta,πᾶς,adjective,poih/sousin,ποιέω,verb,ei)s,εἰς,preposition,u(ma=s,σύ,pronoun,dia\,διά,preposition,to\,ὁ,article,o)/noma/,ὄνομα,adjective,mou,ἐγώ,pronoun,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,oi)/dasin,οἶδα,verb,to\n,ὁ,article,pe/myanta/,πέμπω,verb,me,ἐγώ,pronoun,,,,ἀλλά,adverb,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei),mh\,h)=lqon,ἔρχομαι,verb,kai\,καί,conjunction,e)la/lhsa,λαλέω,verb,au)toi=s,αὐτός,pronoun,a(marti/an,ἁμαρτία,noun,ou)k,οὐ,adverb,ei)/xosan,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,de\,pro/fasin,πρόφασις,noun,ou)k,οὐ,adverb,e)/xousin,ἔχω,verb,peri\,περί,preposition,th=s,ὁ,article,a(marti/as,ἁμαρτία,noun,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,νῦν,adverb,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,e)me\,misw=n,μισέω,verb,kai\,καί,conjunction,to\n,ὁ,article,pate/ra,πατήρ,noun,mou,ἐγώ,pronoun,misei=,μισέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),ta\,e)/rga,ἔργον,noun,mh\,μή,conjunction,e)poi/hsa,ποιέω,verb,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,a(\,ὅς,pronoun,ou)dei\s,οὐδείς,pronoun,a)/llos,ἄλλος,adjective,e)poi/hsen,ποιέω,verb,a(marti/an,ἁμαρτία,noun,ou)k,οὐ,adverb,ei)/xosan,,,,,,,,,,,,εἰ,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,de\,kai\,καί,conjunction,e(wra/kasin,ὁράω,verb,kai\,καί,conjunction,memish/kasin,μισέω,verb,kai\,καί,conjunction,e)me\,ἐγώ,pronoun,kai\,καί,conjunction,to\n,ὁ,article,pate/ra,πατήρ,noun,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,νῦν,adverb,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',i(/na,plhrwqh=|,πληρόω,verb,o(,ὁ,article,lo/gos,λόγος,noun,o(,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,no/mw|,νόμος,noun,au)tw=n,αὐτός,pronoun,gegramme/nos,γράφω,verb,o(/ti,ὅστις,pronoun,*)emi/shsa/n,μισέω,verb,me,ἐγώ,pronoun,dwrea/n,δωρεά,noun,,,,,,,ἀλλά,adverb,ἵνα,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/otan,e)/lqh|,o(,ὁ,article,para/klhtos,παράκλητος,adjective,o(\n,ὅς,pronoun,e)gw\,ἐγώ,pronoun,pe/myw,πέμπω,verb,u(mi=n,σύ,pronoun,para\,παρά,preposition,tou=,ὁ,article,patro/s,πατήρ,noun,to\,ὁ,article,pneu=ma,πνεῦμα,noun,th=s,ὁ,article,a)lhqei/as,ἀλήθεια,adjective,o(\,ὅς,pronoun,para\,παρά,preposition,ὅταν,conjunction,ἔρχομαι,verb,tou=,ὁ,article,patro\s,πατήρ,noun,e)kporeu/etai,ἐκπορεύω,verb,e)kei=nos,ἐκεῖνος,pronoun,marturh/sei,μαρτύρομαι,verb,peri\,περί,preposition,e)mou=,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,u(mei=s,de\,δέ,particle,marturei=te,μαρτύρομαι,verb,o(/ti,ὅστις,pronoun,a)p',ἀπό,preposition,a)rxh=s,ἀρχή,noun,met',μετά,preposition,e)mou=,ἐγώ,pronoun,e)ste/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,lela/lhka,u(mi=n,σύ,pronoun,i(/na,ἵνα,conjunction,mh\,μή,conjunction,skandalisqh=te,σκανδαλίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,λαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)posunagw/gous,poih/sousin,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀποσυνάγωγος,adjective,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',e)/rxetai,w(/ra,ὥρα,adjective,i(/na,ἵνα,conjunction,pa=s,πᾶς,adjective,o(,ὁ,article,a)poktei/nas,ἀποκτείνω,verb,u(ma=s,σύ,pronoun,do/ch|,δόξα,noun,latrei/an,λατρεία,noun,prosfe/rein,προσφέρω,verb,tw=|,ὁ,article,qew=|,θεός,noun,,,,,,,,,,,,,ἀλλά,adverb,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tau=ta,poih/sousin,ποιέω,verb,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,e)/gnwsan,γιγνώσκω,verb,to\n,ὁ,article,pate/ra,πατήρ,noun,ou)de\,οὐδέ,particle,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,tau=ta,lela/lhka,λαλέω,verb,u(mi=n,σύ,pronoun,i(/na,ἵνα,conjunction,o(/tan,ὅταν,conjunction,e)/lqh|,ἔρχομαι,verb,h(,ὁ,article,w(/ra,ὥρα,adjective,au)tw=n,αὐτός,pronoun,mnhmoneu/hte,μνημονεύω,verb,au)tw=n,αὐτός,pronoun,o(/ti,ὅστις,pronoun,e)gw\,ἐγώ,pronoun,ei)=pon,εἶπον,verb,u(mi=n,σύ,pronoun,,,,ἀλλά,adverb,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,de\,u(mi=n,σύ,pronoun,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,ou)k,οὐ,adverb,ei)=pon,εἶπον,verb,o(/ti,ὅστις,pronoun,meq',μετά,preposition,u(mw=n,σύ,pronoun,h)/mhn,εἰμί,verb,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,de\,u(pa/gw,ὑπάγω,verb,pro\s,πρός,preposition,to\n,ὁ,article,pe/myanta/,πέμπω,verb,me,ἐγώ,pronoun,kai\,καί,conjunction,ou)dei\s,οὐδείς,pronoun,e)c,ἐκ,preposition,u(mw=n,σύ,pronoun,e)rwta=|,ἐρωτάω,verb,me,ἐγώ,pronoun,*pou=,πού,adverb,u(pa/geis,ὑπάγω,verb,,,,,,,νῦν,adverb,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',o(/ti,tau=ta,οὗτος,pronoun,lela/lhka,λαλέω,verb,u(mi=n,σύ,pronoun,h(,ὁ,article,lu/ph,λύπη,noun,peplh/rwken,πληρόω,verb,u(mw=n,σύ,pronoun,th\n,ὁ,article,kardi/an,καρδία,noun,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
