word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS
o)fqhso/mesqa,ὁράω,verb,kai\,καί,conjunction,teknokto/non,τεκνοκτόνος,adjective,mu/sos,μύσος,adjective,e)s,εἰς,preposition,o)/mmaq',ὄμμα,noun,h(/cei,ἥκω,verb,filta/tw|,φίλτατος,adjective,ce/nwn,ξένος,noun,e)mw=n,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,ti/,τίς,pronoun,dra/sw,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,kakw=n,κακός,adjective,e)rhmi/an,ἐρημία,noun,eu(/rw,εὑρίσκω,verb,pterwto\s,πτερωτός,adjective,h)\,ἠέ,conjunction,kata\,κατά,preposition,xqono\s,χθών,noun,molw/n,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/r',φέρω,verb,a)/n,ἄν,particle,ti,τις,pronoun,krati\,κράς,verb,periba/lw,περιβάλλω,verb,sko/ton,σκότος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sxu/nomai,αἰσχύνω,verb,ga\r,γάρ,particle,toi=s,ὁ,article,dedrame/nois,δράω,verb,kakoi=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=nde,ὅδε,pronoun,prostro/paion,προσχράω,verb,ai(=ma,αἷμα,noun,proslabw\n,προσλαμβάνω,verb,ou)de\n,οὐδείς,pronoun,kakw=sai,κακάζω,verb,tou\s,ὁ,article,a)naiti/ous,ἀναίω,verb,qe/lw,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/kw,ἥκω,verb,su\n,σύν,preposition,a)/llois,ἄλλος,adjective,oi(\,ἕ,pronoun,par',παρά,preposition,*)aswpou=,Ἀσωπός,proper,r(oa\s,ῥοάς,noun,me/nousin,μένω,verb,e)/noploi,ἔνοπλος,adjective,gh=s,γῆ,noun,*)aqhnai/wn,Ἀθήναια,proper,ko/roi,κόρος,noun,sw=|,σός,adjective,paidi/,παῖς,adjective,pre/sbu,πρέσβυς,noun,su/mmaxon,σύμμαχος,adjective,fe/rwn,φέρω,verb,do/ru,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klhdw\n,κληδών,noun,ga\r,γάρ,particle,h)=lqen,ἔρχομαι,verb,ei)s,εἰς,preposition,*)erexqeidw=n,Ἐρεχθείδης,proper,po/lin,πόλις,adjective,w(s,ὡς,conjunction,skh=ptra,σκῆπτρον,noun,xw/ras,χώρα,noun,th=sd',ὅδε,pronoun,a)narpa/sas,ἀναρπάζω,verb,*lu/kos,Λύκος,proper,e)s,εἰς,preposition,po/lemon,πόλεμος,noun,u(mi=n,σύ,pronoun,kai\,καί,conjunction,ma/xhn,μάχη,noun,kaqi/statai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nwn,τίς,pronoun,d',δέ,particle,a)moiba\s,ἀμοιβάς,noun,w(=n,ὅς,pronoun,u(ph=rcen,ὑπάρχω,verb,*(hraklh=s,Ἡρακλέης,proper,sw/|sas,,,me,ἐγώ,pronoun,ne/rqen,ἔνερθε,preposition,h)=lqon,ἔρχομαι,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,dei=,δέομαι,verb,ge/ron,γέρων,noun,h)\,ἠέ,conjunction,xeiro\s,χείρ,noun,u(ma=s,σύ,pronoun,th=s,ὁ,article,e)mh=s,ἐμός,adjective,h)\,ἠέ,conjunction,summa/xwn,σύμμαχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,nekrw=n,νεκρός,noun,tw=nde,ὅδε,pronoun,plhqu/ei,πληθύω,verb,pe/don,πέδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/,οὐ,adverb,pou,πού,adverb,le/leimmai,λείπω,verb,kai\,καί,conjunction,newte/rwn,νέος,adjective,kakw=n,κακός,adjective,u(/steros,ὕστερος,adjective,a)fi=gmai,ἀφικνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ta/d',ὅδε,pronoun,e)/kteinen,ἐκτείνω,verb,te/kna,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nos,τίς,pronoun,gegw=san,γίγνομαι,verb,th/nd',ὅδε,pronoun,o(rw=,ὁράω,verb,cuna/oron,συνάορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,doro/s,δόρυ,noun,ge,γε,particle,pai=des,παῖς,adjective,i(/stantai,ἵστημι,verb,pe/las,πέλας,adverb,a)ll',ἀλλά,adverb,a)/llo,ἄλλος,adjective,pou/,πού,adverb,ti,τις,pronoun,kaino\n,καινός,adjective,eu(ri/skw,εὑρίσκω,verb,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,to\n,ὁ,article,e)laiofo/ron,ἐλαιοφόρος,adjective,o)/xqon,ὄχθος,noun,e)/xwn,ἔχω,verb,a)/nac,ἄναξ,noun,ti/,τίς,pronoun,xrh=ma/,χρῆμα,adjective,m',ἐγώ,pronoun,oi)ktroi=s,οἰκτρός,adjective,e)ka/lesas,καλέω,verb,prooimi/ois,προοίμιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pa/qomen,πάσχω,verb,pa/qea,πάθος,adjective,me/lea,μέλεος,adjective,pro\s,πρός,preposition,qew=n,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,pai=des,παῖς,adjective,oi(/de,ὅδε,pronoun,ti/nes,τίς,pronoun,e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,dakrurroei=s,δακρυρροέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/teke,τίκτω,verb,me/n,μέν,particle,nin,νιν,pronoun,ou(mo\s,ἐμός,adjective,i)=nis,ἶνις,noun,ta/las,τάλας,adjective,teko/menos,τίκτω,verb,d',δέ,particle,e)/kane,καίνω,verb,fo/nion,φόνιος,adverb,ai(=ma,αἷμα,noun,tla/s,τλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)/fhma,εὔφημος,adjective,fw/nei,φωνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boulome/noisin,βούλομαι,verb,e)pagge/llh|,ἐπαγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,deina\,δεινός,adjective,le/cas,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)xo/meq',οἴχομαι,verb,oi)xo/meqa,οἴχομαι,verb,ptanoi/,πτηνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,fh/|s,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dra/sas,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mainome/nw|,μαίνομαι,verb,pitu/lw|,πίτυλος,noun,plagxqei\s,πλάζω,verb,e(katogkefa/lou,ἑκατογκέφαλος,adjective,te,τε,particle,bafai=s,βαφή,noun,u(/dras,ὕδρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/hras,Ἥρα,proper,o(/d',ὅδε,pronoun,a(gw/n,ἀγών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',δέ,particle,o(/d',ὅδε,pronoun,ou(n,ἐν,preposition,nekroi=s,νεκρός,noun,ge/ron,γέρων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mo\s,ἐμός,adjective,e)mo\s,ἐμός,adjective,o(/de,ὅδε,pronoun,go/nos,γόνος,noun,o(,ὁ,article,polu/ponos,πολύπονος,adjective,o(\s,ὅς,pronoun,e)pi\,ἐπί,preposition,do/ru,δόρυ,noun,gigantofo/non,,,h)=lqen,ἔρχομαι,verb,su\n,σύν,preposition,qeoi=,θεάω,verb,si,,,*flegrai=on,Φλεγραῖος,proper,e)s,εἰς,preposition,pedi/on,πεδίον,noun,a)spista/s,ἀσπιστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feu=,φεῦ,interjection,feu=,φεῦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,a)ndrw=n,ἀνήρ,noun,w(=de,ὧδε,adverb,dusdai/mwn,δυσδαίμων,adjective,e)/fu,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)\n,ἄν,particle,ei)dei/hs,οἶδα,verb,e(/teron,ἕτερος,adjective,polumoxqo/teron,πολύμοχθος,adjective,poluplagkto/tero/n,πολύπλαγκτος,adjective,te,τε,particle,qnatw=n,θνητός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,pe/ploisin,πέπλος,noun,a)/qlion,ἄθλιος,adjective,kru/ptei,κρύπτω,verb,ka/ra,κάρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)do/menos,αἰδέομαι,verb,to\,ὁ,article,so\n,σός,adjective,o)/mma,ὄμμα,noun,kai\,καί,conjunction,fili/an,φιλία,noun,o(mo/fulon,ὁμόφυλος,adjective,ai(=ma/,αἷμα,noun,te,τε,particle,paidofo/non,παιδοφόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei),εἰ,conjunction,sunalgw=n,συναλγέω,verb,g',γε,particle,h)=lqon,ἔρχομαι,verb,e)kka/lupte/,ἐκκαλύπτω,verb,nin,νιν,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,te/knon,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/res,παρίημι,verb,a)p',ἀπό,preposition,o)mma/twn,ὄμμα,noun,pe/plon,πέπλος,noun,a)po/dike,ἀπόδικος,adjective,r(e/qos,ῥέθος,noun,a)eli/w|,ἀέλιος,noun,dei=con,δείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba/ros,βάρος,noun,a)nti/palon,ἀντίπαλος,adjective,dakru/ois,δάκρυον,noun,sunamillatai/,,,i(keteu/omen,ἱκετεύω,verb,a)mfi\,ἀμφί,preposition,geneia/da,γενειάς,noun,kai\,καί,conjunction,go/nu,γόνυ,noun,kai\,καί,conjunction,xe/ra,χείρ,noun,sa\n,σός,adjective,propi/tnwn,προπίτνω,verb,polio/n,πολιός,adjective,te,τε,particle,da/kruon,δάκρυον,noun,e)kba/llwn,ἐκβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,pai=,παῖς,adjective,kata/,κατά,preposition,sxeqe,,,le/ontos,λέων,noun,a)gri/ou,ἄγριος,adjective,qumo/n,θυμός,noun,w(s,ὡς,conjunction,bro/mon,βρόμος,noun,e)pi\,ἐπί,preposition,fo/nion,φόνιος,adverb,a)no/sion,ἀνόσιος,adjective,e)ca/gh|,ἐξάγω,verb,kaka\,κακός,adjective,qe/lwn,ἐθέλω,verb,kakoi=s,κακός,adjective,suna/yai,συνάπτω,verb,te/knon,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,to\n,ὁ,article,qa/ssonta,θάσσω,verb,dusth/nous,δύστηνος,adjective,e(/dras,ἕδρα,noun,au)dw=,αὐδάομαι,verb,fi/loisin,φίλος,adjective,o)/mma,ὄμμα,noun,deiknu/nai,δείκνυμι,verb,to\,ὁ,article,so/n,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)dei\s,οὐδείς,pronoun,sko/tos,σκότος,noun,ga\r,γάρ,particle,w(=d',ὧδε,adverb,e)/xei,ἔχω,verb,me/lan,μέλας,adjective,ne/fos,νέφος,noun,o(/stis,ὅστις,pronoun,kakw=n,κακός,adjective,sw=n,σός,adjective,sumfora\n,συμφορά,noun,kru/yeien,κρύπτω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,moi,ἐγώ,pronoun,prosei/wn,προσεάω,verb,xei=ra,χείρ,noun,shmai/neis,σημαίνω,verb,fo/non,φόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,mh\,μή,conjunction,mu/sos,μύσος,adjective,me,ἐγώ,pronoun,sw=n,σός,adjective,ba/lh|,βάλλω,verb,prosfqegma/twn,πρόσφθεγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,me/lei,μέλω,verb,moi,ἐγώ,pronoun,su/n,σύν,preposition,ge,γε,particle,soi\,σύ,pronoun,pra/ssein,πράσσω,verb,kakw=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga/r,γάρ,particle,pot',ποτέ,particle,eu)tu/xhsa,εὐτυχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
