word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
para\,παρά,preposition,ga\r,γάρ,particle,pleurh\n,πλευρά,noun,e(ka/sthn,ἕκαστος,adjective,a)po\,ἀπό,preposition,pa/ntwn,πᾶς,adjective,to/noi,τόνος,noun,ei)si/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,πολύς,adjective,de\,δέ,particle,kai\,καί,conjunction,ai(=ma,αἷμα,noun,e)/ptusan,πτύω,verb,kai\,καί,conjunction,e)/mpuoi,ἔμπυος,adjective,e)ge/nonto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,mele/th,μελετάω,verb,i)/hsis,,,e)ti/desis,,,w(s,ὡς,conjunction,no/mos,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diai/ths,δίαιτα,noun,ta\,ὁ,article,prw=ta,πρότερος,adjective,a)treke/ws,ἀτρεκής,adjective,e)/peita,ἔπειτα,adverb,a(palu/nein,ἁπαλύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(suxi/h|,ἡσυχία,noun,sigh=|,σιγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxh/mata,σχῆμα,noun,koili/h,κοιλία,noun,a)frodi/sia,Ἀφροδίσιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,oi(=s,ὅς,pronoun,a)/naima,ἄναιμος,adjective,e)pwdunw/tera,ἐπώδυνος,adjective,tw=n,ὁ,article,katagnume/nwn,κατάγνυμι,verb,kai\,καί,conjunction,filupostrofw/tera,φιλυπόστροφος,adjective,xro/nouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,de\,δέ,particle,katalei/petai,καταλιμπάνω,verb,mucw=des,μυξώδης,adverb,u(pomimnh/skei,ὑπομιμνήσκω,verb,e)n,ἐν,preposition,po/noisin,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/hsis,,,kau=sis,καῦσις,noun,toi=si,τίς,pronoun,me\n,μέν,particle,a)p',ἀπό,preposition,o)ste/ou,ὀστέον,noun,me/xris,μέχρι,preposition,o)ste/ou,ὀστέον,noun,mh\,μή,conjunction,au)to\,αὐτός,pronoun,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,metacu\,μεταξύ,adverb,mh\,μή,conjunction,pe/rhn,πέραν,adverb,mhde\,μηδέ,particle,e)pipolh=s,ἐπιπολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,e)/mmota,ἔμμοτος,adjective,peira=sqai,πειράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)rh/setai,ἔρομαι,verb,a(/panta,ἅπας,adjective,ta\,ὁ,article,e)pesio/nta,ἐπείσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rata\,ὁρατός,adjective,lo/gois,λόγος,noun,d',δέ,particle,ou),οὐ,adverb,mh\,μή,conjunction,brw/mata,βρῶμα,noun,po/mata,πόμα,noun,qa/lpos,θάλπος,noun,yu=xos,ψῦχος,noun,sxh=ma,σχῆμα,noun,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,fa/rmaka,φάρμακον,noun,ta\,ὁ,article,me\n,chra\,ξηρός,adjective,ta\,ὁ,article,de\,δέ,particle,u(gra\,ὑγρός,adjective,ta\,ὁ,article,de\,δέ,particle,pur)*ra\,,,ta\,ὁ,article,de\,δέ,particle,me/lana,μέλας,adjective,ta\,ὁ,article,de\,leuka\,λευκάς,adjective,μέν,particle,δέ,particle,ta\,ὁ,article,de\,δέ,particle,strufna\,στρυφνός,adjective,e)pi\,ἐπί,preposition,e(/lkh,ἕλκος,noun,ou(/tw,οὕτως,adverb,kai\,καί,conjunction,di/aitai,δίαιτα,noun,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,a)po\,ἀπό,preposition,kataptw/sios,κατάπτωσις,noun,h(=sson,ἥσσων,adverb,du/natai,δύναμαι,verb,e)ciqu/nesqai,ἐξιθύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xalepw/tera,χαλεπός,adjective,de\,δέ,particle,ta\,ὁ,article,a)/nw,ἄνω,adverb,frenw=n,φρήν,noun,e)ciqu/nesqai,ἐξιθύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,de\,δέ,particle,paisi\n,παῖς,adjective,ou),οὐ,adverb,sunau/cetai,συναυξάνω,verb,a)ll',ἀλλά,adverb,h)\,ἠέ,conjunction,ske/lh,σκέλος,noun,kai\,καί,conjunction,xei=res,χείρ,noun,kai\,καί,conjunction,kefalh/,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hu)chme/noisin,αὐξάνω,verb,u(/bwsis,ὕβωσις,noun,paraxrh=ma,παραχρῆμα,adverb,me\n,μέν,particle,th=s,ὁ,article,nou/sou,νόσος,noun,*ru/etai,,,a)na\,ἀνά,preposition,xro/non,χρόνος,noun,d',δέ,particle,e)pishmai/netai,ἐπισημαίνω,verb,di',διά,preposition,w(=nper,ὅς,pronoun,kai\,καί,conjunction,toi=si,newte/roisin,νέος,adjective,h(=sson,ἥσσων,adverb,de\,δέ,particle,kakoh/qws,κακοήθης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\,εἰμί,verb,de\,δέ,particle,oi(\,ἕ,pronoun,eu)fo/rws,εὔφορος,adjective,h)/negkan,φέρω,verb,o,,,sin,,,a)\n,ἄν,particle,e)s,εἰς,preposition,eu)/sarkon,εὔσαρκος,adjective,kai\,καί,conjunction,pimelw=des,πιμελώδης,adjective,tra/phtai,τρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)li/goi,ὀλίγος,adjective,de\,δέ,particle,toute/wn,οὗτος,pronoun,peri\,περί,preposition,e(ch/konta,ἑξήκοντα,adjective,e)/tea,ἔτης,noun,e)bi/wsan,βιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,e)s,εἰς,preposition,ta\,ὁ,article,pla/gia,πλάγιον,noun,iastre/mmata,,,gi/netai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunai/tia,συναίτιος,adjective,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,sxh/mata,σχῆμα,noun,e)n,ἐν,preposition,oi(=sin,ὅς,pronoun,a)\n,ἄν,particle,ka,ἄν,particle,ake/wntai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/xei,ἔχω,verb,prognw/sias,πρόγνωσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*no/ma,,,e)mbolh=s,ἐμβολεύς,noun,kai\,καί,conjunction,diorqw/sios,διόρθωσις,noun,o)/nos,ὄνος,noun,moxlo\s,μοχλός,noun,sfhni/skos,σφηνίσκος,noun,i)/po,,,o)/nos,ὄνος,noun,me\n,μέν,particle,a)pa/gein,ἀπάγω,verb,moxlo\s,μοχλός,noun,de\,δέ,particle,para/gein,παράγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)mblhte/a,ἐμβλητέος,adjective,h)\,ἠέ,conjunction,durqwte/a,,,dianagka/sai,διαναγκάζω,verb,dei=,δέομαι,verb,e)ktei/nonta,ἐκτείνω,verb,e)n,ἐν,preposition,w(=|,ὅς,pronoun,a)\n,ἄν,particle,e(/kasta,ἕκαστος,adjective,sxh/mati,σχῆμα,noun,me/lh|,μέλω,verb,u(peraiwrhqh/sesqai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὑπεραιωρέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,e)kba\n,ἐκβαίνω,verb,u(pe\r,ὑπέρ,preposition,tou/tou,οὗτος,pronoun,o(/qen,ὅθεν,adverb,e)ce/bh,ἐκβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ti,,,de\,δέ,particle,h)\,ἠέ,conjunction,xersi\n,χείρ,noun,h)\,ἠέ,conjunction,kremasmw=|,κρεμασμός,noun,h)\,ἠέ,conjunction,o)/noisin,ὄνος,noun,h)\,ἠέ,conjunction,peri/,περί,preposition,ti,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xersi\,χείρ,noun,me\n,μέν,particle,on,,,o)rqw=s,ὀρθός,adjective,kata\,κατά,preposition,me/rea,μέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karpo\n,καρπός,noun,de\,δέ,particle,kai\,καί,conjunction,a)gkw=na,ἀγκών,noun,a)po/xrh,ἀποχράω,verb,dianagka/ze,,,karpo\n,καρπός,noun,me\n,μέν,particle,e)s,εἰς,preposition,i)qu\,εὐθύς,adjective,a)gkw=nos,ἀγκών,noun,a)gkw=na,ἀγκών,noun,de\,δέ,particle,e)ggw/nion,ἐγγώνιος,adverb,pro\s,broxi/ona,,,e)/xonta,ἔχω,verb,oi(=on,οἷος,adjective,para\,παρά,preposition,tw=|,ὁ,article,braxi/oni,βραχίων,adjective,to\,ὁ,article,u(po\,ὑπό,preposition,th\n,ὁ,article,xei=ra,χείρ,noun,u(poteino/meon,,,,,,,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,oi(=si,ὅς,pronoun,de\,δέ,particle,daktu/lou,δάκτυλος,noun,podo\s,πούς,noun,xeiro\s,χείρ,noun,karpou=,καρπός,noun,u(bw/matos,ὕβωμα,noun,to\,ὁ,article,i)/cw,,,dianagka/sai,διαναγκάζω,verb,dei=,δέομαι,verb,kai\,καί,conjunction,katanagka/sai,καταναγκάζω,verb,ta\,me\n,μέν,particle,a)/lla,ἄλλος,adjective,u(po\,ὑπό,preposition,xeiw=n,,,ai(,ὁ,article,dianagka/seis,διανάγκασις,noun,i(kanai\,ἱκανός,adjective,katanagka/sai,καταναγκάζω,verb,de\,δέ,particle,ta\,ὁ,article,u(pere/xonta,ὑπερέχω,verb,e(/drhn,pte/rnh|,πτέρνα,noun,ὁ,article,ἕδρα,noun,h)\,ἠέ,conjunction,qe/nari,θέναρ,noun,e)pi/,ἐπί,preposition,tinos,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,kata\,κατά,preposition,me\n,μέν,particle,to\,ὁ,article,e)ce/xon,ἐξέχω,verb,u(pke/esqai,,,o)/gkon,ὄγκος,noun,su/mmetron,σύμμετρος,adverb,malqako/n,μαλθακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,de\,δέ,particle,to\,ὁ,article,e(/teron,ἕτερος,adjective,mh\,μή,conjunction,sto,,,santa,,,xrh\,χρή,verb,w)qe/ein,ὠθέω,verb,o)pi/sw,ὀπίσω,adverb,kai\,καί,conjunction,ka/tw,κάτος,adjective,h)/n,ἐάν,conjunction,te,τε,particle,e)/sw,h)/n,ἐάν,conjunction,te,τε,particle,e)/cw,ἔξω,adverb,e)kpepw/kh|,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔσω,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,e)k,ἐκ,preposition,plagi/wn,πλάγιον,noun,ta\,ὁ,article,me\n,μέν,particle,a)pwqe/ein,ἀπωθέω,verb,ta\,ὁ,article,de\,δέ,particle,a)ntwqe/ein,ἀντωθέω,verb,o)pi/so,,,a)mfo/tera,ἀμφότερος,adjective,kata\,κατά,preposition,to\,ὁ,article,e(/teron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,u(bw/mata,ὕβωμα,noun,ta\,ὁ,article,me\n,μέν,particle,e)/sw,ἔσω,adjective,ou)/te,οὔτε,adverb,ptarmw=|,πταρμός,noun,ou)/te,οὔτε,adverb,bhxi\,βήξ,adjective,ou)/te,οὔτε,adverb,fu/shs,φύω,verb,e)ne/sei,ἔνεσις,noun,ou)/te,οὔτε,adverb,siku/h|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σικύα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,ti,τις,pronoun,h(,ὁ,article,kata/tasis,κατάτασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,a)pa/th,ἀπάτη,noun,o(/ti,ὅστις,pronoun,oi)/ontai/,οἴομαι,verb,pote,ποτέ,particle,katage/ntwn,κατάγνυμι,verb,spondu/lwn,,,kai\,καί,conjunction,ta\,ὁ,article,lordw/mata,λόρδωμα,noun,dia\,διά,preposition,th\n,ὁ,article,o)du/nhn,ὀδύνη,noun,doke/ei,e)/sw,ἔσω,adjective,w)lisqhke/nai,ὀλισθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,taxu/fua,,,kai\,καί,conjunction,*ra/|dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)/cw,ἔξω,adverb,kata/seisis,κατάσεισις,noun,ta\,ὁ,article,me\n,μέν,particle,a)/nw,ἄνω,adverb,e)pi\,ἐπί,preposition,po/das,πούς,noun,ta\,ὁ,article,de\,δέ,particle,ka/tw,κάτος,adjective,ta)nanti/a,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katana/gkasis,κατανάγκασις,noun,de\,δέ,particle,su\n,σύν,preposition,katata/sei,κατάτασις,noun,h)\,ἠέ,conjunction,e(/drh|,ἕδρα,noun,h)\,ἠέ,conjunction,podi\,ποδίς,noun,h)\,ἠέ,conjunction,sani/di,σανίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,e)/nqa,ἔνθα,adverb,h)\,ἠέ,conjunction,e)/nqa,ἔνθα,adverb,ei)/,εἰ,conjunction,ti,τις,pronoun,h(,ὁ,article,kata/tasis,κατάτασις,noun,kai\,καί,conjunction,e)/ti,ἔτι,adverb,ta\,ὁ,article,sxh/mata,σχῆμα,noun,e)n,ἐν,preposition,th=|,diai/th|,δίαιτα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,a)/rmena,ἄρμενα,noun,pa/nta,πᾶς,adjective,ei)=nai,εἰμί,verb,plate/a,πλατύς,adjective,proshne/a,προσηνής,adverb,i)sxura/,ἰσχυρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,dei=,δέομαι,verb,*ra/kesi,,,prokateili/xqai,προκαθελίσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)skeua/sqai,σκευάζω,verb,pri\n,πρίν,adverb,h)\,ἠέ,conjunction,e)n,ἐν,preposition,th=|sin,ὁ,article,a)na/gkh|si,ἀνάγκη,noun,pa/nta,πᾶς,adjective,summemetrhme/nws,συμμεμετρημένως,adverb,ta\,ὁ,article,mh/kea,μῆκος,adjective,kai\,καί,conjunction,u(/yea,ὕψος,noun,kai\,καί,conjunction,eu)/rea,εὖρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia/tasis,διάτασις,noun,oi(=on,οἷος,adjective,mhrou=,μηρός,noun,to\,ὁ,article,para\,παρά,preposition,sfuro\n,σφυρόν,noun,dede/sqai,δέω,verb,kai\,καί,conjunction,a)/nw,ἄνω,adverb,tou=,ὁ,article,gou/natos,γόνυ,noun,tau=ta,οὗτος,pronoun,me\n,μέν,particle,e)s,εἰς,preposition,to\,au)to\,αὐτός,pronoun,tei/nonta,τείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,παρά,preposition,d',δέ,particle,i)cu/i+,ἰξύς,noun,kai\,καί,conjunction,peri\,περί,preposition,masxa/las,μασχάλη,adjective,kai\,καί,conjunction,kata\,κατά,preposition,peri/neon,περίνεος,noun,kai\,καί,conjunction,mhro\n,μηρός,noun,ta\,ὁ,article,metacu\,μεταξύ,adverb,th=s,ὁ,article,a)rxh=s,to\,ὁ,article,me\n,μέν,particle,e)pi\,ἐπί,preposition,to\,ὁ,article,sth=qos,στῆθος,noun,to\,ὁ,article,d',δέ,particle,e)pi\,ἐπί,preposition,nw=ton,νῶτον,noun,tei/nonta,τείνω,verb,tau=ta,οὗτος,pronoun,d',e)s,εἰς,preposition,ἀρχή,noun,δέ,particle,to\,ὁ,article,au)to\,αὐτός,pronoun,a(/panta,ἅπας,adjective,tei/nonta,τείνω,verb,prosdeqe/nta,προσδέω,verb,h)\,ἠέ,conjunction,pro\s,πρός,preposition,u(peroeide/a,ὑπεροειδής,adjective,h)\,ἠέ,conjunction,pro\s,πρός,preposition,o)/non,ὄνος,noun,,,,,,,,,,,,
e)pi\,ἐπί,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,kli/nhs,κλίνη,noun,poie/onti,ποιέω,verb,tou=to,οὗτος,pronoun,me\n,μέν,particle,tw=n,ὁ,article,podw=n,πούς,noun,pro\s,πρός,preposition,ou)do\n,οὐδός,noun,xrh\,χρή,verb,e)rei=sai,ἐρείδω,verb,pro\s,πρός,preposition,de\,to\,ὁ,article,e(/teron,ἕτερος,adjective,cu/lon,ξύλον,adjective,i)sxuro\n,ἰσχυρός,adjective,pla/gion,πλάγιον,noun,parabeblh=sqai,παραβάλλω,verb,ta\,ὁ,article,de\,δέ,particle,u(/perqen,ὕπερθεν,preposition,u(peroeide/a,ὑπεροειδής,adjective,pro\s,πρός,preposition,tau=ta,a)ntisthri/zonta,ἀντιστηρίζω,verb,δέ,particle,οὗτος,pronoun,diatei/nein,διατείνω,verb,h)\,ἠέ,conjunction,plh/mnas,πλήμνη,noun,katoru/canta,κατορύσσω,verb,h)\,ἠέ,conjunction,kli/maka,κλῖμαξ,noun,diaqe/nta,διατίθημι,verb,a)mfwte/rwqen,,,w)qe/ein,ὠθέω,verb,,,,,,,,,,,,,,,,,,
