word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS
eu)=,εὖ,adverb,d',δέ,particle,o)/pin,ὄπις,noun,a)qana/twn,ἀθάνατος,adjective,maka/rwn,μάκαρ,noun,pefulagme/nos,φυλάσσω,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,kasignh/tw|,κασίγνητος,noun,i)=son,ἴσος,adjective,poiei=sqai,ποιέω,verb,e(tai=ron,ἑταῖρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,ke,ἄν,particle,poih/sh|s,ποιέω,verb,mh/,μή,conjunction,min,μιν,pronoun,pro/teros,πρότερος,adjective,kako\n,κακός,adjective,e)/rch|s,ἔρδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,yeu/desqai,ψεύδω,verb,glw/sshs,γλῶσσα,noun,xa/rin,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,se/,σύ,pronoun,g',γε,particle,a)/rxh|,ἄρχω,verb,h)/,ἠέ,conjunction,ti,τις,pronoun,e)/pos,ἔπος,adjective,ei)pw\n,εἶπον,verb,a)poqu/mion,ἀποθύμιος,adjective,h)e\,ἠέ,conjunction,kai\,καί,conjunction,e)/rcas,ἔρδω,verb,di\s,δίς,adverb,to/sa,τόσος,adjective,ti/nusqai,τίνυμαι,verb,memnhme/nos,μιμνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,se/,σύ,pronoun,g',γε,particle,au)=tis,αὖθις,adverb,h(gh=t',ἁγέομαι,verb,e)s,εἰς,preposition,filo/thta,φιλότης,noun,di/khn,δίκη,adjective,d',δέ,particle,e)qe/lh|si,ἐθέλω,verb,parasxei=n,παρέχω,verb,de/casqai,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deilo/s,δειλός,adjective,toi,τοι,particle,a)nh\r,ἀνήρ,noun,fi/lon,φίλος,adjective,a)/llote,ἄλλοτε,adverb,a)/llon,ἄλλος,adjective,poiei=tai,ποιέω,verb,se\,σύ,pronoun,de\,δέ,particle,mh/,μή,conjunction,ti,τις,pronoun,no/on,νόος,adjective,katelegxe/tw,κατελέγχω,verb,ei)=dos,εἶδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,polu/ceinon,πολύξενος,adjective,mhd',μηδέ,particle,a)/ceinon,ἄξεινος,adjective,kale/esqai,καλέω,verb,mhde\,μηδέ,particle,kakw=n,κακός,adjective,e(/taron,ἑταῖρος,noun,mhd',μηδέ,particle,e)sqlw=n,ἐσθλός,adjective,neikesth=ra,νεικεστήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde/,μηδέ,particle,pot',ποτέ,particle,ou)lome/nhn,οὐλόμενος,adjective,peni/hn,πενία,noun,qumofqo/ron,θυμοφθόρος,adjective,a)ndri\,ἀνδρίς,noun,te/tlaq',τλάω,verb,o)neidi/zein,ὀνειδίζω,verb,maka/rwn,μάκαρος,adjective,do/sin,δόσις,noun,ai)e\n,ἀεί,adverb,e)o/ntwn,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glw/sshs,γλῶσσα,noun,toi,τοι,particle,qhsauro\s,θησαυρός,noun,e)n,ἐν,preposition,a)nqrw/poisin,ἄνθρωπος,noun,a)/ristos,ἄριστος,adjective,feidwlh=s,φειδωλή,noun,plei/sth,πλεῖστος,adjective,de\,δέ,particle,xa/ris,χάρις,noun,kata\,κατά,preposition,me/tron,μέτρον,noun,i)ou/shs,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,kako\n,κακός,adjective,ei)/pois,εἶπον,verb,ta/xa,τάχα,adjective,k',ἄν,particle,au)to\s,αὐτός,pronoun,mei=zon,μέγας,adverb,a)kou/sais,ἀέκων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,polucei/nou,πολύξενος,adjective,daito\s,δαίς,adjective,duspe/mfelos,δυσπέμφελος,adjective,ei)=nai,εἰμί,verb,e)k,ἐκ,preposition,koinou=,κοινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plei/sth,πλεῖστος,adjective,de\,δέ,particle,xa/ris,χάρις,noun,dapa/nh,δαπάνη,noun,t',τε,particle,o)ligi/sth,ὀλίγιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde/,μηδέ,particle,pot',ποτέ,particle,e)c,ἐκ,preposition,h)ou=s,ἠώς,noun,*dii\,Ζεύς,proper,leibe/men,λείβω,verb,ai)/qopa,αἶθοψ,adjective,oi)=non,οἶνον,noun,xersi\n,χείρ,noun,a)ni/ptoisin,ἄνιπτος,adjective,mhd',μηδέ,particle,a)/llois,ἄλλος,adjective,a)qana/toisin,ἀθάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,toi/,τοι,particle,ge,γε,particle,klu/ousin,κλύω,verb,a)poptu/ousi,ἀποπτύω,verb,de/,δέ,particle,t',τε,particle,a)ra/s,ἀρά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhd',μηδέ,particle,a)/nt',ἄντα,adverb,h)eli/ou,ἥλιος,noun,tetramme/nos,τρέπω,verb,o)rqo\s,ὀρθός,adjective,o)mixei=n,ὀμιχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)pei/,ἐπεί,conjunction,ke,ἄν,particle,du/h|,δύω,verb,memnhme/nos,μιμνήσκω,verb,e)/s,εἰς,preposition,t',τε,particle,a)nio/nta,ἄνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/t',μήτε,particle,e)n,ἐν,preposition,o(dw=|,ὁδός,adjective,mh/t',μήτε,particle,e)kto\s,ἐκτός,adverb,o(dou=,ὁδός,adjective,proba/dhn,προβάδην,adverb,ou)rh/sh|s,οὐρέω,verb,mhd',μηδέ,particle,a)pogumnwqei/s,ἀπογυμνόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maka/rwn,μάκαρος,adjective,toi,τοι,particle,nu/ktes,νύξ,adjective,e)/asin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(zo/menos,ἕζομαι,verb,d',δέ,particle,o(/,ὅς,pronoun,ge,γε,particle,qei=os,θεῖος,adjective,a)nh/r,ἀνήρ,noun,pepnume/na,πέπνυμαι,verb,ei)dw/s,οἶδα,verb,h)\,ἠέ,conjunction,o(/,ὅς,pronoun,ge,γε,particle,pro\s,πρός,preposition,toi=xon,τοῖχος,noun,pela/sas,πελάω,verb,e)uerke/os,,,au)lh=s,αὐλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhd',μηδέ,particle,ai)doi=a,αἰδοῖος,adjective,gonh=|,γονεύς,noun,pepalagme/nos,παλάσσω,verb,e)/ndoqi,ἔνδοθι,adverb,oi)/kou,οἶκος,noun,i(sti/h|,ἑστία,noun,e)mpelado\n,ἐμπελαδόν,adverb,parafaine/men,παραφαίνω,verb,a)ll',ἀλλά,adverb,a)le/asqai,ἀλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhd',μηδέ,particle,a)po\,ἀπό,preposition,dusfh/moio,δύσφημος,adjective,ta/fou,τάφος,noun,a)ponosth/santa,ἀπονοστέω,verb,spermai/nein,σπερμαίνω,verb,geneh/n,γενεά,noun,a)ll',ἀλλά,adverb,a)qana/twn,ἀθάνατος,adjective,a)po\,ἀπό,preposition,daito/s,δαίς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde/,μηδέ,particle,pot',ποτέ,particle,ai)ena/wn,,,potamw=n,ποταμός,noun,kalli/rroon,καλλίρροος,adjective,u(/dwr,ὕδωρ,noun,possi\,πούς,noun,pera=n,περάω,verb,pri/n,πρίν,adverb,g',γε,particle,eu)/ch|,εὔχομαι,verb,i)dw\n,εἶδον,verb,e)s,εἰς,preposition,kala\,καλός,noun,r(e/eqra,ῥεῖθρον,noun,xei=ras,χείρ,noun,niya/menos,νίφω,verb,poluhra/tw|,πολυήρατος,adjective,u(/dati,ὕδωρ,noun,leukw=|,λευκός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,potamo\n,ποταμός,noun,diabh=|,διαβαίνω,verb,kako/tht',κακότης,noun,i)de\,ἰδέ,conjunction,xei=ras,χείρ,noun,a)/niptos,ἄνιπτος,adjective,tw=|,ὁ,article,de\,δέ,particle,qeoi\,θεός,noun,nemesw=si,νεμεσάω,verb,kai\,καί,conjunction,a)/lgea,ἄλγος,noun,dw=kan,δίδωμι,verb,o)pi/ssw,ὀπίσσω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhd',μηδέ,particle,a)po\,ἀπό,preposition,pento/zoio,πέντοζος,adjective,qew=n,θέα,noun,e)n,ἐν,preposition,daiti\,δαίς,adjective,qalei/h|,θάλεια,adjective,au)=on,αὖος,adjective,a)po\,ἀπό,preposition,xlwrou=,χλωρός,adjective,ta/mnein,τέμνω,verb,ai)/qwni,αἴθων,noun,sidh/rw|,σίδηρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde/,μηδέ,particle,pot',ποτέ,particle,oi)noxo/hn,οἰνοχόη,noun,tiqe/men,τίθημι,verb,krhth=ros,κρατήρ,noun,u(/perqe,ὕπερθεν,preposition,pino/ntwn,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)loh\,ὀλοός,adjective,ga\r,γάρ,particle,e)p',ἐπί,preposition,au)tw=|,αὐτός,pronoun,moi=ra,μοῖρα,adjective,te/tuktai,τεύχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,do/mon,δόμος,noun,poiw=n,ποιέω,verb,a)nepi/ceston,ἀνεπίξεστος,adjective,katalei/pein,καταλιμπάνω,verb,mh/,μή,conjunction,toi,τοι,particle,e)fezome/nh,ἐφέζομαι,verb,krw/ch|,κρώζω,verb,lake/ruza,λακέρυζα,noun,korw/nh,κορώνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhd',μηδέ,particle,a)po\,ἀπό,preposition,xutropo/dwn,χυτρόπους,noun,a)nepirre/ktwn,ἀνεπίρρεκτος,adjective,a)nelo/nta,ἀναιρέω,verb,e)/sqein,ἔσθω,verb,mhde\,μηδέ,particle,lo/esqai,λούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,toi=s,ὁ,article,e)/ni,ἐν,preposition,poinh/,ποινή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhd',μηδέ,particle,e)p',ἐπί,preposition,a)kinh/toisi,ἀκίνητος,adjective,kaqize/men,,,ou),οὐ,adverb,ga\r,γάρ,particle,a)/meinon,ἀμείνων,adjective,pai=da,παῖς,adjective,duwdekatai=on,δωδεκαταῖος,adjective,o(/t',ὅτε,conjunction,a)ne/r',ἀνήρ,noun,a)nh/nora,ἀνήνωρ,noun,poiei=,ποιέω,verb,mhde\,μηδέ,particle,duwdeka/mhnon,δυωδεκάμηνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/son,ἴσος,adjective,kai\,καί,conjunction,tou=to,οὗτος,pronoun,te/tuktai,τεύχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,gunaikei/w|,γυναικεῖος,adjective,loutrw=|,λουτρόν,noun,xro/a,χρώς,noun,faidru/nesqai,φαιδρύνω,verb,a)ne/ra,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leugale/h,λευγαλέος,adjective,ga\r,γάρ,particle,e)pi\,ἐπί,preposition,xro/non,χρόνος,noun,e)/st',εἰμί,verb,e)pi\,ἐπί,preposition,kai\,καί,conjunction,tw=|,ὁ,article,poinh/,ποινή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhd',μηδέ,particle,i(eroi=sin,ἱερόν,noun,e)p',ἐπί,preposition,ai)qome/noisi,αἴθω,verb,kurh/sas,κυρέω,verb,mwmeu/ein,μωμεύω,verb,a)i/dhla,ἀίδηλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeo/s,θεός,noun,nu/,νῦν,adverb,ti,τις,pronoun,kai\,καί,conjunction,ta\,ὁ,article,nemessa=|,νεμεσάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde/,μηδέ,particle,pot',ποτέ,particle,e)n,ἐν,preposition,proxoh=|s,προχοή,noun,potamw=n,ποταμός,noun,a(/lade,ἅλαδε,adverb,proreo/ntwn,προρέω,verb,mhd',μηδέ,particle,e)pi\,ἐπί,preposition,krhna/wn,κρήνη,noun,ou)rei=n,οὐρέω,verb,ma/la,μάλα,adverb,d',δέ,particle,e)cale/asqai,ἐξαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhd',μηδέ,particle,e)napoyu/xein,ἐναποψύχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,ou)/,οὐ,adverb,toi,σύ,pronoun,lw/io/n,λωίων,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=d',ὧδε,adverb,e)/rdein,ἔρδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deinh\n,δεινός,adjective,de\,δέ,particle,brotw=n,βροτός,noun,u(paleu/eo,ὑπαλεύομαι,verb,fh/mhn,φήμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fh/mh,φήμη,noun,ga/r,γάρ,particle,te,τε,particle,kakh\,κακός,adjective,pe/letai,πέλω,verb,kou/fh,κοῦφος,adjective,me\n,μέν,particle,a)ei=rai,ἀείρω,verb,r(ei=a,ῥεῖα,adverb,ma/l',μάλα,adverb,a)rgale/h,ἀργαλέος,adjective,de\,δέ,particle,fe/rein,φέρω,verb,xaleph\,χαλεπός,adjective,d',δέ,particle,a)poqe/sqai,ἀποτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fh/mh,φήμη,noun,d',δέ,particle,ou)/tis,οὔτις,pronoun,pa/mpan,πάμπαν,adverb,a)po/llutai,ἀπόλλυμι,verb,h(/n,ὅς,pronoun,tina,τις,pronoun,polloi\,πολύς,adjective,laoi\,λαός,noun,fhmi/cwsi,φημίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeo/s,θεός,noun,nu/,νῦν,adverb,ti/s,τίς,pronoun,e)sti,εἰμί,verb,kai\,καί,conjunction,au)th/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/hmata,ἦμαρ,noun,d',δέ,particle,e)k,ἐκ,preposition,*dio/qen,Ζεύς,proper,pefulagme/nos,φυλάσσω,verb,eu)=,εὖ,adverb,kata\,κατά,preposition,moi=ran,μοῖρα,adjective,pefrade/men,φράζω,verb,dmw/essi,δμώς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trihka/da,τριακάς,noun,mhno\s,μείς,adjective,a)ri/sthn,ἄριστος,adjective,e)/rga,ἔργον,noun,t',τε,particle,e)popteu/ein,ἐποπτεύω,verb,h)d',ἠδέ,conjunction,a(rmalih\n,ἁρμαλιά,noun,date/asqai,δατέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(/de,ὅδε,pronoun,ga\r,γάρ,particle,h(me/rai,ἡμέρα,noun,ei)si\,εἰμί,verb,*dio\s,Ζεύς,proper,pa/ra,παρά,preposition,mhtio/entos,μητιόεις,adjective,eu)=t',εὖτε,conjunction,a)\n,ἄν,particle,a)lhqei/hn,ἀλήθεια,adjective,laoi\,λαός,noun,kri/nontes,κρίνω,verb,a)/gwsin,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*prw=ton,πρότερος,adjective,e)/nh,ναίω,verb,tetra/s,τετράς,noun,te,τε,particle,kai\,καί,conjunction,e(bdo/mh,ἕβδομος,adjective,i(ero\n,ἱερόν,noun,h)=mar,ἦμαρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
