word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
o(\s,ὅς,pronoun,dh\,δή,particle,keraunou=,κεραυνός,noun,krei/sson',κρείσσων,verb,eu(rh/sei,εὑρίσκω,verb,flo/ga,φλόξ,noun,bronth=s,βροντή,noun,q',τε,particle,u(perba/llonta,ὑπερβάλλω,verb,kartero\n,καρτερός,adjective,ktu/pon,κτύπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qalassi/an,θαλασσία,noun,te,τε,particle,gh=s,γῆ,noun,tina/kteiran,τινάκτειρα,adjective,no/son,νόσος,noun,tri/ainan,τρίαινα,noun,ai)xmh\n,αἰχμή,noun,th\n,ὁ,article,*poseidw=nos,Ποσειδῶν,proper,skeda=|,σκεδάννυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptai/sas,πταίρω,verb,de\,δέ,particle,tw=|de,ὅδε,pronoun,pro\s,πρός,preposition,kakw=|,κακός,adjective,maqh/setai,μανθάνω,verb,o(/son,ὅσος,adjective,to/,ὁ,article,t',τε,particle,a)/rxein,ἄρχω,verb,kai\,καί,conjunction,to\,ὁ,article,douleu/ein,δουλεύω,verb,di/xa,δίχα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,qhn,θήν,particle,a(\,ὅς,pronoun,xrh/|zeis,χρῄζω,verb,tau=t',οὗτος,pronoun,e)piglwssa=|,ἐπιγλωσσάομαι,verb,*dio/s,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/per,ὅς,pronoun,telei=tai,τέλλω,verb,pro\s,πρός,preposition,d',δέ,particle,a(\,ὅς,pronoun,bou/lomai,βούλομαι,verb,le/gw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,prosdoka=n,προσδοκάω,verb,xrh\,χρή,verb,despo/sein,δεσπόζω,verb,*zhno/s,Ζεύς,proper,tina,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=nde/,ὅδε,pronoun,g',γε,particle,e(/cei,ἔχω,verb,duslofwte/rous,δύσλοφος,adjective,po/nous,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,d',δέ,particle,ou)xi\,οὐ,adverb,tarbei=s,ταρβέω,verb,toia/d',τοιόσδε,adjective,e)kri/ptwn,ἐκρίπτω,verb,e)/ph,ἔπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,a)\n,ἄν,particle,foboi/mhn,φοβέω,verb,w(=|,ὅς,pronoun,qanei=n,θνήσκω,verb,ou),οὐ,adverb,mo/rsimon,μόρσιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)=qlon,ἆθλον,noun,a)/n,ἄν,particle,soi,σύ,pronoun,tou=d',ὅδε,pronoun,e)/t',ἔτι,adverb,a)lgi/w,ἀλγίων,adjective,po/roi,πόρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,ou)=n,οὖν,particle,poiei/tw,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,prosdokhta/,προσδοκητός,adjective,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,proskunou=ntes,προσκυνέω,verb,th\n,ὁ,article,*)adra/steian,Ἀδράστεια,proper,sofoi/,σοφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se/bou,σέβομαι,verb,proseu/xou,προσεύχομαι,verb,qw=pte,θώπτω,verb,to\n,ὁ,article,kratou=nt',κρατέω,verb,a)ei/,ἀεί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,d',δέ,particle,e)/lasson,ἐλάσσων,adjective,*zhno\s,Ζεύς,proper,h)\,ἠέ,conjunction,mhde\n,μηδείς,pronoun,me/lei,μέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dra/tw,δράω,verb,kratei/tw,κρατέω,verb,to/nde,ὅδε,pronoun,to\n,ὁ,article,braxu\n,βραχύς,adjective,xro/non,χρόνος,noun,o(/pws,ὅπως,conjunction,qe/lei,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daro\n,δηρός,adjective,ga\r,γάρ,particle,ou)k,οὐ,adverb,a)/rcei,ἄρχω,verb,qeoi=s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)sorw=,εἰσοράω,verb,ga\r,γάρ,particle,to/nde,ὅδε,pronoun,to\n,ὁ,article,*dio\s,Ζεύς,proper,tro/xin,τρόχις,noun,to\n,ὁ,article,tou=,ὁ,article,tura/nnou,τύραννος,noun,tou=,ὁ,article,ne/ou,νέος,adjective,dia/konon,διάκονος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntws,πάντως,adverb,ti,τις,pronoun,kaino\n,καινός,adjective,a)ggelw=n,ἀγγέλλω,verb,e)lh/luqen,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,to\n,ὁ,article,sofisth/n,σοφιστής,noun,to\n,ὁ,article,pikrw=s,πικρός,adjective,u(pe/rpikron,ὑπέρπικρος,adjective,to\n,ὁ,article,e)camarto/nt',ἐξαμαρτάνω,verb,ei)s,εἰς,preposition,qeou\s,θεός,noun,e)fhme/rois,ἐφήμερος,adjective,poro/nta,πόρω,verb,tima/s,τιμή,noun,to\n,ὁ,article,puro\s,πῦρ,noun,kle/pthn,κλέπτης,noun,le/gw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path\r,πατήρ,noun,a)/nwge/,ἄνωγα,verb,s',σύ,pronoun,ou(/stinas,ὅστις,pronoun,kompei=s,κομπέω,verb,ga/mous,γάμος,adjective,au)da=n,αὐδάω,verb,pro\s,πρός,preposition,w(=n,ὅς,pronoun,e)kei=nos,ἐκεῖνος,pronoun,e)kpi/ptei,ἐκπίτνω,verb,kra/tous,κράτος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,me/ntoi,μέντοι,particle,mhde\n,μηδείς,pronoun,ai)nikthri/ws,αἰνικτήριος,adjective,a)ll',ἀλλά,adverb,au)/q',αὐτός,pronoun,e(/kasta,ἕκαστος,adjective,fra/ze,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde/,μηδέ,particle,moi,ἐγώ,pronoun,dipla=s,διπλόος,adjective,o(dou/s,ὁδός,adjective,*promhqeu=,Προμηθεύς,proper,prosba/lh|s,προσδαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ra=|s,ὁράω,verb,d',δέ,particle,o(/ti,ὅστις,pronoun,*zeu\s,Ζεύς,proper,toi=s,ὁ,article,toiou/tois,τοιοῦτος,adjective,ou)xi\,οὐ,adverb,malqaki/zetai,μαλθακίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semno/stomo/s,σεμνόστομος,adjective,ge,γε,particle,kai\,καί,conjunction,fronh/matos,φρόνημα,noun,ple/ws,πλέος,adjective,o(,ὁ,article,mu=qo/s,μῦθος,noun,e)stin,εἰμί,verb,w(s,ὡς,conjunction,qew=n,θέα,noun,u(phre/tou,ὑπηρέτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ne/on,νέος,adjective,ne/oi,νέος,adjective,kratei=te,κρατέω,verb,kai\,καί,conjunction,dokei=te,δοκέω,verb,dh\,δή,particle,nai/ein,ναίω,verb,a)penqh=,ἀπενθής,adverb,pe/rgam',περιγαμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)k,ἐκ,preposition,tw=nd',ὅδε,pronoun,e)gw\,ἐγώ,pronoun,dissou\s,δισσός,adjective,tura/nnous,τύραννος,noun,e)kpeso/ntas,ἐκπίτνω,verb,h)|sqo/mhn,ἀίσθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/ton,τρίτος,adjective,de\,δέ,particle,to\n,ὁ,article,nu=n,νῦν,adverb,koiranou=nt',κοιρανέω,verb,e)po/yomai,ἐποράω,verb,ai)/sxista,αἰσχρός,adjective,kai\,καί,conjunction,ta/xista,τάχιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,ti/,τίς,pronoun,soi,σύ,pronoun,dokw=,δοκάζω,verb,tarbei=n,ταρβέω,verb,u(popth/ssein,ὑποπτήσσω,verb,te,τε,particle,te,τε,particle,tou\s,ὁ,article,ne/ous,νέος,adjective,qeou/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollou=,πολύς,adjective,ge,γε,particle,kai\,καί,conjunction,tou=,ὁ,article,panto\s,πᾶς,adjective,e)llei/pw,ἐλλείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,ke/leuqon,κέλευθος,noun,h(/nper,ὅς,pronoun,h)=lqes,ἔρχομαι,verb,e)gko/nei,ἐγκονέω,verb,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peu/sh|,πυνθάνομαι,verb,ga\r,γάρ,particle,ou)de\n,οὐδείς,pronoun,w(=n,ὅς,pronoun,a)nistorei=s,ἀνιστορέω,verb,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toioi=sde,τοιόσδε,adjective,me/ntoi,μέντοι,particle,kai\,καί,conjunction,pri\n,πρίν,adverb,au)qadi/smasin,αὐθάδισμα,noun,e)s,εἰς,preposition,ta/sde,ὅδε,pronoun,sauto\n,σαυτοῦ,pronoun,phmona\s,πημονή,noun,kaqw/rmisas,καθορμίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,sh=s,σός,adjective,latrei/as,λατρεία,noun,th\n,ὁ,article,e)mh\n,ἐμός,adjective,duspraci/an,δυσπραξία,noun,safw=s,σαφής,adverb,e)pi/stas',ἐφίστημι,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,a)lla/caim',ἀλλάσσω,verb,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krei=sson,κρείσσων,verb,ga\r,γάρ,particle,oi)=mai,οἴομαι,verb,th=|de,ὅδε,pronoun,latreu/ein,λατρεύω,verb,pe/tra|,πέτρα,noun,h)\,ἠέ,conjunction,patri\,πατήρ,noun,fu=nai,φύω,verb,*zhni\,Ζεύς,proper,pisto\n,πιστός,adjective,a)/ggelon,ἄγγελος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,u(bri/zein,ὑβρίζω,verb,tou\s,ὁ,article,u(bri/zontas,ὑβρίζω,verb,xrew/n,χρεών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xlida=n,χλιδάω,verb,e)/oikas,ἔοικα,verb,toi=s,ὁ,article,parou=si,πάρειμι,verb,pra/gmasi,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xlidw=ntas,χλιδάω,verb,w(=de,ὧδε,adverb,tou\s,ὁ,article,e)mou\s,ἐμός,adjective,e)gw\,ἐγώ,pronoun,e)xqrou\s,ἐχθρός,adjective,i)/doimi,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,se\,σύ,pronoun,d',δέ,particle,e)n,ἐν,preposition,tou/tois,οὗτος,pronoun,le/gw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,ka)me\,ἐγώ,pronoun,ga/r,γάρ,particle,ti,τις,pronoun,sumforai=s,συμφορά,noun,e)paitia=|,ἐπαιτιάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(plw=|,ἁπλόος,adjective,lo/gw|,λόγος,noun,tou\s,ὁ,article,pa/ntas,πᾶς,adjective,e)xqai/rw,ἐχθαίρω,verb,qeou/s,θεός,noun,o(/soi,ὅσος,adjective,paqo/ntes,πάσχω,verb,eu)=,εὖ,adverb,kakou=si/,κακόω,verb,m',ἐγώ,pronoun,e)kdi/kws,ἔκδικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klu/w,κλύω,verb,s',σύ,pronoun,e)gw\,ἐγώ,pronoun,memhno/t',μαίνομαι,verb,ou),οὐ,adverb,smikra\n,μικρός,adjective,no/son,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nosoi=m',νοσέω,verb,a)/n,ἄν,particle,ei),εἰ,conjunction,no/shma,νόσημα,noun,tou\s,ὁ,article,e)xqrou\s,ἐχθρός,adjective,stugei=n,στυγέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/hs,ἀίω,verb,forhto\s,φορητός,adjective,ou)k,οὐ,adverb,a)/n,ἄν,particle,ei),εἰ,conjunction,pra/ssois,πράσσω,verb,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/de,ὅδε,pronoun,*zeu\s,Ζεύς,proper,tou)/pos,ἔπος,adjective,ou)k,οὐ,adverb,e)pi/statai,ἐφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)kdida/skei,ἐκδιδάσκω,verb,pa/nq',πᾶς,adjective,o(,ὁ,article,ghra/skwn,γηράσκω,verb,xro/nos,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,su/,σύ,pronoun,g',γε,particle,ou)/pw,οὔπω,adverb,swfronei=n,σωφρονέω,verb,e)pi/stasai,ἐφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,ga\r,γάρ,particle,proshu/dwn,προσαυδάω,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,o)/nq',εἰμί,verb,u(phre/thn,ὑπηρέτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)rei=n,ἐρέω,verb,e)/oikas,ἔοικα,verb,ou)de\n,οὐδείς,pronoun,w(=n,ὅς,pronoun,xrh/|zei,χρῄζω,verb,path/r,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,o)fei/lwn,ὀφείλω,verb,g',γε,particle,a)\n,ἄν,particle,ti/noim',τίνω,verb,au)tw=|,αὐτός,pronoun,xa/rin,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kerto/mhsas,κερτομέω,verb,dh=qen,δῆθεν,adverb,w(s,ὡς,conjunction,pai=d',παῖς,adjective,o)/nta,εἰμί,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,su\,σύ,pronoun,pai=s,πᾶς,adjective,te,τε,particle,ka)/ti,ἔτι,adverb,tou=d',ὅδε,pronoun,a)nou/steros,ἄνοος,adjective,ei),εἰ,conjunction,prosdoka=|s,προσδοκάω,verb,e)mou=,ἐγώ,pronoun,ti,τις,pronoun,peu/sesqai,πυνθάνομαι,verb,pa/ra,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
