word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/67/lemma/@_entry,word/67/lemma/@_POS,word/69/lemma/@_entry,word/69/lemma/@_POS
h)\,ἠέ,conjunction,ta\,ὁ,article,me\n,μέν,particle,plei=sta,πλεῖστος,adjective,tw=n,ὁ,article,gamikw=n,γαμικός,adjective,ei)s,εἰς,preposition,th\n,ὁ,article,*(/hran,Ἥρα,proper,a)nh=pto,ἀνάπτω,verb,*(/hras,Ἥρα,proper,d',δέ,particle,i(ero\n,ἱερός,adjective,to\,ὁ,article,do/ru,δόρυ,noun,neno/mistai,νομίζω,verb,kai\,καί,conjunction,tw=n,ὁ,article,a)galma/twn,ἄγαλμα,noun,au)th=s,αὐτός,pronoun,do/rati,δόρυ,noun,sthri/zetai,στηρίζω,verb,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,kai\,καί,conjunction,*kuri=tis,,,h(,ὁ,article,qeo\s,θεός,noun,e)pwno/mastai,ἐπονομάζω,verb,to\,ὁ,article,ga\r,γάρ,particle,do/ru,δόρυ,noun,ku/rin,,,e)ka/loun,καλέω,verb,oi(,ὁ,article,palaioi/,παλαιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,kai/,καί,conjunction,fasi,φημί,verb,*kuri=non,,,o)nomasqh=nai,ὀνομάζω,verb,to\n,ὁ,article,*)enua/lion,Ἐνυάλιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,to\,ὁ,article,telou/menon,τέλλω,verb,ei)s,εἰς,preposition,qe/as,θέα,noun,*lou=kar,,,kalou=sin,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,polla\,πολύς,adjective,e)/stin,εἰμί,verb,a)/lsh,ἄλσις,noun,peri\,περί,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,a)neime/na,ἀνίημι,verb,qeoi=s,θεός,noun,a(\,ὅς,pronoun,kalou=si,καλέω,verb,lou/kous,,,kai\,καί,conjunction,th\n,ὁ,article,a)po\,ἀπό,preposition,tou/twn,οὗτος,pronoun,pro/sodon,πρόσοδος,noun,ei)s,εἰς,preposition,ta\s,ὁ,article,qe/as,θέα,noun,a)nh/liskon,ἀναλίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,ta\,ὁ,article,*kurina/lia,,,mwrw=n,μωρός,adjective,e(orth\n,ἑορτή,adjective,o)noma/zousin,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,tau/thn,οὗτος,pronoun,a)podedw/kesan,ἀποδίδωμι,verb,w(s,ὡς,conjunction,*)io/bas,Ἰόβης,proper,fhsi/,φημί,verb,toi=s,ὁ,article,ta\s,ὁ,article,au(tw=n,ἑαυτοῦ,pronoun,fratri/as,φράτρα,noun,a)gnoou=sin,ἀγνοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,toi=s,ὁ,article,mh\,μή,conjunction,qu/sasin,θύω,verb,w(/sper,ὥσπερ,adverb,oi(,ὁ,article,loipoi/,λοιπός,adjective,kata\,κατά,preposition,fula\s,φυλή,noun,e)n,ἐν,preposition,toi=s,ὁ,article,*fournikali/ois,,,di',διά,preposition,a)sxoli/an,ἀσχολία,noun,h)\,ἠέ,conjunction,a)podhmi/an,ἀποδημία,noun,h)\,ἠέ,conjunction,a)/gnoian,ἄγνοια,noun,e)do/qh,δίδωμι,verb,th=|,ὁ,article,h(me/ra|,ἡμέρα,noun,tau/th|,οὗτος,pronoun,th\n,ὁ,article,e(orth\n,ἑορτή,adjective,e)kei/nhn,ἐκεῖνος,pronoun,a)polabei=n,ἀπολαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,tw=|,ὁ,article,*(hraklei=,Ἡρακλέης,proper,gignome/nhs,γίγνομαι,verb,qusi/as,θυσία,noun,a)/llon,ἄλλος,adjective,ou)de/na,οὐδείς,pronoun,qew=n,θέα,noun,o)noma/zousin,ὀνομάζω,verb,ou)de\,οὐδέ,particle,fai/netai,φαίνω,verb,ku/wn,κύων,noun,e)nto\s,ἐντός,adverb,tw=n,ὁ,article,peribo/lwn,περίβολος,adjective,w(s,ὡς,conjunction,*ba/rrwn,,,i(sto/rhken,ἱστορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,qeo\n,θεός,noun,me\n,μέν,particle,a)/llon,ἄλλος,adjective,ou)k,οὐ,adverb,o)noma/zousi,ὀνομάζω,verb,dia\,διά,preposition,to\,ὁ,article,tou=ton,οὗτος,pronoun,h(mi/qeon,ἡμίθεος,noun,nomi/zein,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de/,δέ,particle,fasin,φημί,verb,e)/nioi,ἔνιοι,adjective,kai\,καί,conjunction,meta\,μετά,preposition,tw=n,ὁ,article,a)nqrw/pwn,ἄνθρωπος,noun,o)/ntos,εἰμί,verb,e)/ti,ἔτι,adverb,bwmo\n,βωμός,noun,i(dru/sasqai,ἱδρύω,verb,to\n,ὁ,article,*eu)/andron,Εὔανδρος,proper,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,qusi/an,θυσία,noun,prosagagei=n,προσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuni\,κύων,noun,de\,δέ,particle,pa/ntwn,πᾶς,adjective,ma/lista,μάλιστα,adverb,tw=n,ὁ,article,zw/|wn,ζώιον,noun,e)pole/mhse,πολεμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ou(=tos,οὗτος,pronoun,au)tw=|,αὐτός,pronoun,a)ei\,ἀεί,adverb,polla\,πολύς,adjective,pra/gmata,πρᾶγμα,noun,pare/sx',παρέχω,verb,w(s,ὡς,conjunction,o(,ὁ,article,*ke/rberos,Κέρβερος,proper,kai\,καί,conjunction,e)pi\,ἐπί,preposition,pa=si,πᾶς,adjective,tou=,ὁ,article,*likumni/ou,Λικύμνιον,proper,paido\s,παῖς,adjective,*oi)wnou=,Οἰωνός,proper,dia\,διά,preposition,ku/na,κύων,noun,foneuqe/ntos,φονεύω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,*(ippokowntidw=n,Ἱπποκοωντίδαι,proper,a)nagkasqei\s,ἀναγκάζω,verb,ma/xhn,μάχη,noun,suna/yai,συνάπτω,verb,tw=n,ὁ,article,t',τε,particle,a)/llwn,ἄλλος,adjective,fi/lwn,φίλος,adjective,pollou\s,πολύς,adjective,a)pe/bale,ἀποβάλλω,verb,kai\,καί,conjunction,to\n,ὁ,article,a)delfo\n,ἀδελφός,adjective,*)ifikle/a,Ἰφικλέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,toi=s,ὁ,article,patriki/ois,πατρίκιος,noun,ou)k,οὐ,adverb,e)ch=n,ἔξεστι,verb,peri\,περί,preposition,to\,ὁ,article,*kapetw/lion,Καπετώλιον,proper,katoikei=n,κατοικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,o(/ti,ὅστις,pronoun,*ma=rkos,,,*ma/llios,Μάλλιος,proper,au)to/qi,αὐτόθι,adverb,katoikw=n,κατοικέω,verb,e)pexei/rhse,ἐπιχειρέω,verb,turanni/di,τυραννίς,noun,di',διά,preposition,o(\n,ὅς,pronoun,a)pw/moto/n,ἀπώμοτος,adjective,fasin,φημί,verb,ei)=nai,εἰμί,verb,tw=|,ὁ,article,oi)/kw|,οἶκος,noun,mhdeni\,μηδείς,pronoun,*malli/wn,Μάλλιος,proper,o)/noma,ὄνομα,adjective,*ma/rkou,Μάρκος,proper,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,palaio\s,παλαιός,adjective,h)=n,εἰμί,verb,fo/bos,φόβος,noun,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*popliko/lan,Ποπλικόλη,proper,gou=n,γοῦν,particle,a)/ndra,ἀνήρ,noun,dhmotikw/taton,δημοτικός,adjective,ou)k,οὐ,adverb,e)pau/santo,ἐπαύω,verb,diaba/llontes,διαβάλλω,verb,me\n,μέν,particle,oi(,ὁ,article,dunatoi\,δυνατός,adjective,dedio/tes,δείδω,verb,d',δέ,particle,oi(,ὁ,article,polloi/,πολύς,adjective,me/xri,μέχρι,preposition,ou(=,ἕ,pronoun,th\n,ὁ,article,oi)ki/an,οἰκία,noun,au)to\s,αὐτός,pronoun,kate/skayen,κατασκάπτω,verb,e)pikei=sqai,ἐπίκειμαι,verb,th=|,ὁ,article,a)gora=|,ἀγορά,noun,dokou=san,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,tw=|,ὁ,article,sw/santi,σώζω,verb,poli/thn,πολίτης,noun,e)n,ἐν,preposition,pole/mw|,πόλεμος,noun,dru/inon,δρύινος,adjective,dido/asi,δίδωμι,verb,ste/fanon,στέφανος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,o(/ti,ὅστις,pronoun,pantaxou=,πανταχοῦ,adverb,kai\,καί,conjunction,r(a|di/ws,ῥᾴδιος,adjective,e)/stin,εἰμί,verb,eu)porh=sai,εὐπορέω,verb,druo\s,δρῦς,noun,e)pi\,ἐπί,preposition,stratei/as,στρατεία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,*dio\s,Ζεύς,proper,kai\,καί,conjunction,*(/hras,Ἥρα,proper,i(ero\s,ἱερός,adjective,o(,ὁ,article,ste/fano/s,στέφανος,noun,e)stin,εἰμί,verb,ou(\s,ὅς,pronoun,poliou/xous,πολιοῦχος,adjective,nomi/zousin,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,palaio\n,παλαιός,adjective,a)p',ἀπό,preposition,*)arka/dwn,Ἀρκάς,proper,to\,ὁ,article,e)/qos,ἔθος,noun,oi(=s,ὅς,pronoun,e)/sti,εἰμί,verb,tis,τις,pronoun,sugge/neia,συγγένεια,noun,pro\s,πρός,preposition,th\n,ὁ,article,dru=n,δρῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=toi,πρότερος,adjective,ga\r,γάρ,particle,a)nqrw/pwn,ἄνθρωπος,noun,gegone/nai,γίγνομαι,verb,dokou=sin,δοκέω,verb,e)k,ἐκ,preposition,gh=s,γῆ,noun,w(/sper,ὥσπερ,adverb,h(,ὁ,article,dru=s,δρῦς,noun,tw=n,ὁ,article,futw=n,φυτόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,guyi\,γύψ,noun,xrw=ntai,χράομαι,verb,ma/lista,μάλιστα,adverb,pro\s,πρός,preposition,tou\s,ὁ,article,oi)wnismou/s,οἰώνισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,*(rwmu/lw|,,,dw/deka,δώδεκα,adjective,gu=pes,γύψ,noun,e)fa/nhsan,φαίνω,verb,e)pi\,ἐπί,preposition,th=|,ὁ,article,kti/sei,κτίσις,adjective,th=s,ὁ,article,*(rw/mhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,tw=n,ὁ,article,o)rni/qwn,ὄρνις,noun,h(/kista,ἥκιστος,adjective,sunexh\s,συνεχής,adverb,kai\,καί,conjunction,sunh/qhs,συνήθης,adverb,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,neottia=|,νεοσσιά,noun,gupo\s,γύψ,noun,e)ntuxei=n,ἐντυγχάνω,verb,r(a|di/ws,ῥᾴδιος,adjective,e)/stin,εἰμί,verb,a)lla\,ἀλλά,adverb,po/rrwqe/n,πρόσωθεν,adverb,poqen,ποθεν,particle,e)capi/nhs,ἐξαπίνης,adverb,katai/rousi,καταίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,kai\,καί,conjunction,shmeiw/dhs,σημειώδης,adverb,h(,ὁ,article,a)/yis,ἄψις,noun,au)tw=n,αὐτός,pronoun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,kai\,καί,conjunction,tou=to,οὗτος,pronoun,par',παρά,preposition,*(hrakle/ous,Ἡρακλέης,proper,e)/maqon,μανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,le/gei,λέγω,verb,a)lhqw=s,ἀληθής,adjective,*(hro/dwros,Ἡρόδωρος,proper,o(/ti,ὅστις,pronoun,pa/ntwn,πᾶς,adjective,ma/lista,μάλιστα,adverb,guyi\n,γύψ,noun,e)pi\,ἐπί,preposition,pra/cews,πρᾶξις,adjective,a)rxh=|,ἀρχή,noun,fanei=sin,φαίνω,verb,e)/xairen,χαίρω,verb,*(hraklh=s,Ἡρακλέης,proper,h(gou/menos,ἡγέομαι,verb,dikaio/taton,δίκαιος,adjective,ei)=nai,εἰμί,verb,to\n,ὁ,article,gu=pa,γύψ,noun,tw=n,ὁ,article,sarkofa/gwn,σαρκόφαγος,adjective,a(pa/ntwn,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,ga\r,γάρ,particle,ou)deno\s,οὐδείς,pronoun,a(/ptetai,ἅπτω,verb,zw=ntos,ζάω,verb,ou)d',οὐδέ,particle,a)pokti/nnusin,ἀποκτείνω,verb,e)/myuxon,ἔμψυχος,adjective,ou)de\n,οὐδείς,pronoun,w(s,ὡς,conjunction,a)etoi\,ἀετός,noun,kai\,καί,conjunction,i(e/rakes,ἱέραξ,adjective,kai\,καί,conjunction,ta\,ὁ,article,nukti/noma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
