word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS
w(s,ὡς,conjunction,oi(,ὁ,article,prw=toi,πρότερος,adjective,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,th=|,ὁ,article,sh=|,σός,adjective,lhfqe/ntes,λαμβάνω,verb,i)/uggi,ἴυγξ,adjective,sunexw/rhsa/n,συγχωρέω,verb,soi,σύ,pronoun,kai\,καί,conjunction,koinh=|,κοινῇ,adverb,ta)gklh/mata,ἔγκλημα,noun,pa/nt',πᾶς,adjective,e)pe/treyan,ἐπιτρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)xi\,οὐ,adverb,xalepo\n,χαλεπός,adjective,tou)/rgon,ἔργον,noun,ei),εἰ,conjunction,la/boi,λαμβάνω,verb,ge/,γε,particle,tis,τις,pronoun,o)rgw=ntas,ὀργάω,verb,a)llh/lwn,ἀλλήλων,pronoun,te,τε,particle,mh\,μή,conjunction,'kpeirwme/nous,ἐκπειράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/xa,τάχα,adjective,d',δέ,particle,ei)/somai,εἶμι,verb,'gw/,ἀγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou=,πού,adverb,'stin,εἰμί,verb,h(,ὁ,article,*diallagh/,διαλλαγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/sage,προσάγω,verb,labou=sa,λαμβάνω,verb,prw=ta,πρότερος,adjective,tou\s,ὁ,article,*lakwnikou/s,Λακωνικός,adjective,kai\,καί,conjunction,mh\,μή,conjunction,xaleph=|,χαλεπός,adjective,th=|,ὁ,article,xeiri\,χείρ,noun,mhd',μηδέ,particle,au)qadikh=|,αὐθαδικός,adjective,mhd',μηδέ,particle,w(/sper,ὥσπερ,adverb,h(mw=n,ἐγώ,pronoun,a(/ndres,ἀνήρ,noun,a)maqw=s,ἀμαθής,adjective,tou=t',οὗτος,pronoun,e)/drwn,δράω,verb,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,gunai=kas,γυνή,noun,ei)ko/s,ἔοικα,verb,oi)kei/ws,οἰκεῖος,adjective,pa/nu,πάνυ,adverb,h)\n,ἐάν,conjunction,mh\,μή,conjunction,didw=|,δίδωμι,verb,th\n,ὁ,article,xei=ra,χείρ,noun,th=s,ὁ,article,sa/qhs,σάθη,adjective,a)/ge,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,
i)/qi,εἶμι,verb,kai\,καί,conjunction,su\,σύ,pronoun,tou/tous,οὗτος,pronoun,tou\s,ὁ,article,*)aqhnai/ous,Ἀθήναιος,proper,a)/ge,ἄγω,verb,ou(=,ἕ,pronoun,d',δέ,particle,a)\n,ἄν,particle,didw=si,δίδημι,verb,pro/sage,προσάγω,verb,tou/tous,οὗτος,pronoun,labome/nh,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ndres,ἀνήρ,noun,*la/kwnes,Λάκων,proper,sth=te,ἵστημι,verb,par',παρά,preposition,e)me\,ἐγώ,pronoun,plhsi/on,πλησίος,adjective,e)nqe/nde,ἐνθένδε,adverb,d',δέ,particle,u(mei=s,σύ,pronoun,kai\,καί,conjunction,lo/gwn,λόγος,noun,a)kou/sate,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,gunh\,γυνή,noun,me/n,μέν,particle,ei)mi,εἰμί,verb,nou=s,νόος,adjective,d',δέ,particle,e)/nesti/,ἔνειμι,verb,moi,ἐγώ,pronoun,au)th\,αὐτός,pronoun,d',δέ,particle,e)mauth=s,ἐμαυτοῦ,pronoun,ou),οὐ,adverb,kakw=s,κακός,adjective,gnw/mhs,γνώμη,noun,e)/xw,ἔχω,verb,tou\s,ὁ,article,d',δέ,particle,e)k,ἐκ,preposition,patro/s,πατήρ,noun,te,τε,particle,kai\,καί,conjunction,geraite/rwn,γεραιός,adjective,lo/gous,λόγος,noun,pollou\s,πολύς,adjective,a)kou/sas',ἀκούω,verb,ou),οὐ,adverb,memou/swmai,μουσόομαι,verb,kakw=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labou=sa,λαμβάνω,verb,d',δέ,particle,u(ma=s,σύ,pronoun,loidorh=sai,λοιδορέω,verb,bou/lomai,βούλομαι,verb,koinh=|,κοινῇ,adverb,dikai/ws,δίκαιος,adjective,oi(\,ἕ,pronoun,mia=s,εἷς,adjective,e)k,ἐκ,preposition,xe/rnibos,χέρνιψ,noun,bwmou\s,βωμός,noun,perirrai/nontes,περιρραίνω,verb,w(/sper,ὥσπερ,adverb,cuggenei=s,συγγενεύς,noun,*)olumpi/asin,Ὀλυμπίασι,adverb,e)n,ἐν,preposition,*pu/lais,Πύλαι,proper,*puqoi=,Πυθοῖ,adverb,'po/sous,ποσόω,verb,ei)/poim',εἶπον,verb,a)\n,ἄν,particle,a)/llous,ἄλλος,adjective,ei)/,εἰ,conjunction,me,ἐγώ,pronoun,mhku/nein,μηκύνω,verb,de/oi',δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)xqrw=n,ἐχθρός,adjective,paro/ntwn,πάρειμι,verb,barba/rwn,βάρβαρος,adjective,strateu/mati,στράτευμα,adjective,*(/ellhnas,Ἕλλην,proper,a)/ndras,ἀνήρ,noun,kai\,καί,conjunction,po/leis,πόλις,adjective,a)po/llute,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei(=s,εἷς,adjective,me\n,μέν,particle,lo/gos,λόγος,noun,moi,ἐγώ,pronoun,deu=r',δεῦρο,adverb,a)ei\,ἀεί,adverb,perai/netai,περαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)po/llumai/,ἀπόλλυμι,verb,g',γε,particle,a)peywlhme/nos,ἀποψωλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=t',εἶτα,adverb,w)=,ὦ,interjection,*la/kwnes,Λάκων,proper,pro\s,πρός,preposition,ga\r,γάρ,particle,u(ma=s,σύ,pronoun,tre/yomai,τρέπω,verb,ou)k,οὐ,adverb,i)/sq',εἰμί,verb,o(/t',ὅτε,conjunction,e)lqw\n,ἔρχομαι,verb,deu=ro,δεῦρο,adverb,*periklei/das,Περικλείδης,proper,pote\,ποτός,adjective,o(,ὁ,article,*la/kwn,Λάκων,proper,*)aqhnai/wn,Ἀθήναια,proper,i(ke/ths,ἱκέτης,noun,kaqe/zeto,καθέζομαι,verb,e)pi\,ἐπί,preposition,toi=si,ὁ,article,bwmoi=s,βωμός,noun,w)xro\s,ὠχρός,adjective,e)n,ἐν,preposition,foiniki/di,φοινικίς,noun,stratia\n,στρατία,noun,prosaitw=n,προσαιτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,*messh/nh,Μεσσήνη,proper,to/te,τότε,adverb,u(mi=n,σύ,pronoun,e)pe/keito,ἐπίκειμαι,verb,xw),ὁ,article,qeo\s,θεός,noun,sei/wn,σείω,verb,a(/ma,ἅμα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lqw\n,ἔρχομαι,verb,de\,δέ,particle,su\n,σύν,preposition,o(pli/taisi,ὁπλίτης,noun,tetrakisxili/ois,τετρακισχίλιοι,adjective,*ki/mwn,Κίμων,proper,o(/lhn,ὅλος,adjective,e)/swse,εἰσωθέω,verb,th\n,ὁ,article,*lakedai/mona,Λακεδαίμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauti\,οὗτος,pronoun,paqo/ntes,πάσχω,verb,tw=n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,u(/po,ὑπό,preposition,dh|ou=te,δηιόω,verb,xw/ran,χώρα,noun,h(=s,ὅς,pronoun,u(p',ὑπό,preposition,eu)=,εὖ,adverb,pepo/nqate,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)dikou=sin,ἀδικέω,verb,ou(=toi,οὗτος,pronoun,nh\,νή,preposition,*di/',Δίη,proper,w)=,ὦ,interjection,*lusistra/th,Λυσιστράτη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(,ὁ,article,prwkto\s,πρωκτός,noun,a)/faton,ἄφατος,adjective,w(s,ὡς,conjunction,kalo/s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(ma=s,σύ,pronoun,d',δέ,particle,a)fh/sein,ἀφίημι,verb,tou\s,ὁ,article,*)aqhnai/ous,Ἀθήναιος,proper,m',ἐγώ,pronoun,oi)/ei,οἴομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,i)/sq',εἰμί,verb,o(/q',ὅτε,conjunction,u(ma=s,σύ,pronoun,oi(,ὁ,article,*la/kwnes,Λάκων,proper,au)=qis,αὖθις,adverb,au)=,αὖ,interjection,katwna/kas,κατωνάκη,adjective,forou=ntas,φορέω,verb,e)lqo/ntes,ἔρχομαι,verb,dori\,δόρυ,noun,pollou\s,πολύς,adjective,me\n,μέν,particle,a)/ndras,ἀνήρ,noun,*qettalw=n,Θεσσαλός,proper,a)pw/lesan,ἀπόλλυμι,verb,pollou\s,πολύς,adjective,d',δέ,particle,e(tai/rous,ἑταῖρος,noun,*(ippi/ou,Ἵππιος,proper,kai\,καί,conjunction,cumma/xous,σύμμαχος,adjective,cunekmaxou=ntes,,,th=|,ὁ,article,to/q',τόθι,adverb,h(me/ra|,ἡμέρα,noun,mo/noi,μόνος,adjective,kh)leuqe/rwsan,,,ka)nti\,εἰμί,verb,th=s,ὁ,article,katwna/khs,κατωνάκη,adjective,to\n,ὁ,article,dh=mon,δῆμος,noun,u(mw=n,σύ,pronoun,xlai=nan,χλαῖνα,noun,h)mpe/sxon,,,pa/lin,,,,,,,,,,πάλιν,adverb
ou)/pa,,,gunai=k',γυνή,noun,o)/pwpa,ὁράω,verb,xai+wteran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,ku/sqon,κύσθος,noun,g',γε,particle,ou)de/pw,οὐδέπω,adverb,kalli/ona,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dh=q',δῆτα,adverb,uphrgme/nwn,,,ge,γε,particle,pollw=n,πολύς,adjective,ka)gaqw=n,ἀγαθός,adjective,ma/xesqe,μάχομαι,verb,kou),οὐ,adverb,pau/esqe,παύω,verb,th=s,ὁ,article,moxqhri/as,μοχθηρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,ou),οὐ,adverb,dihlla/ghte,διαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/re,φέρω,verb,ti/,τίς,pronoun,tou)mpodw/n,ἐμποδών,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(me/s,,,ge,γε,particle,lw=mes,λάω,verb,ai)/,εἰ,conjunction,tis,τις,pronoun,a(mi\n,ἐγώ,pronoun,tw)/gkuklon,ἔγκυκλος,adjective,lh=|,λάω,verb,tou=t',οὗτος,pronoun,a)podo/men,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=on,ποῖος,adjective,w)=,ὦ,interjection,ta=n,τᾶν,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\n,ὁ,article,*pu/lon,Πύλος,proper,a(=sper,,,pa/lai,πάλαι,adverb,deo/meqa,δέομαι,verb,kai\,καί,conjunction,blima/ttomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,to\n,ὁ,article,*poseidw=,Ποσειδῶν,proper,tou=to,οὗτος,pronoun,me/n,μέν,particle,g',γε,particle,ou),οὐ,adverb,dra/sete,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/fet',ἄφετις,noun,w)=ga/q',ἄγαμαι,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)=|ta,εἶτα,adverb,ti/na,τίς,pronoun,kinh/somen,κινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/tero/n,ἕτερος,adjective,g',γε,particle,a)paitei=t',ἀπαιτέω,verb,a)nti\,ἀντί,preposition,tou/tou,οὗτος,pronoun,xwri/on,χωρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,dei=na,δεῖνα,noun,toi/nun,τοίνυν,particle,para/doq',παραδίδωμι,verb,h(mi=n,ἐγώ,pronoun,toutoni\,οὗτος,pronoun,prw/tista,πρώτιστος,adjective,to\n,ὁ,article,*)exinou=nta,,,kai\,καί,conjunction,to\n,ὁ,article,*mhlia=,Μηλιεύς,proper,ko/lpon,κόλπος,noun,to\n,ὁ,article,o)/pisqen,ὄπισθεν,adverb,kai\,καί,conjunction,ta\,ὁ,article,*megarika\,Μεγαρικός,adjective,ske/lh,σκέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,tw\,ὁ,article,siw\,θεός,noun,ou)xi\,οὐ,adverb,pa/nta,πᾶς,adjective,g',γε,particle,w)=,ὦ,interjection,lissa/nie,λισσάνιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a=te,ἀίω,verb,mhde\n,μηδείς,pronoun,diafe/rou,διαφέρω,verb,peri\,περί,preposition,skeloi=n,σκέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,gewrgei=n,γεωργέω,verb,gumno\s,γυμνός,adjective,a)podu\s,ἀποδύω,verb,bou/lomai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,kopragwgei=n,,,ga,γε,particle,prw=ta,πρότερος,adjective,nai\,ναί,adverb,tw\,ὁ,article,siw/,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ph\n,ἐπήν,conjunction,diallagh=te,διαλλάσσω,verb,tau=ta,οὗτος,pronoun,dra/sete,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei),εἰ,conjunction,dokei=,δοκέω,verb,dra=n,δράω,verb,tau=ta,οὗτος,pronoun,bouleu/sasqe,βουλεύω,verb,kai\,καί,conjunction,toi=s,ὁ,article,cumma/xois,σύμμαχος,adjective,e)lqo/ntes,ἔρχομαι,verb,a)nakoinw/sate,ἀνακοινόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi/oisin,ποιέω,verb,w)=,ὦ,interjection,ta=n,τᾶν,adjective,cumma/xois,σύμμαχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,tau)ta\,ταυτός,adjective,do/cei,δοκέω,verb,toi=si,ὁ,article,summa/xoisi,σύμμαχος,adjective,nw=|n,ἐγώ,pronoun,binei=n,βινέω,verb,a(/pasin,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=si,ὁ,article,gw=n,γοῦν,particle,nai\,ναί,adverb,tw\,ὁ,article,siw\,θεός,noun,a(moi=si,ἁμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,nai\,ναί,adverb,ma\,μά,particle,*di/a,Δίη,proper,*karusti/ois,Καρύστιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalw=s,καλός,noun,le/gete,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,ou)=n,οὖν,particle,o(/pws,ὅπως,conjunction,a(gneu/sete,ἁγνεύω,verb,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,ai(,ὁ,article,gunai=kes,γυνή,noun,u(ma=s,σύ,pronoun,e)n,ἐν,preposition,po/lei,πόλις,adjective,ceni/swmen,ξενίζω,verb,w(=n,ὅς,pronoun,e)n,ἐν,preposition,tai=si,ὁ,article,ki/stais,κίστη,noun,ei)/xomen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/rkous,ὅρκος,noun,d',δέ,particle,e)kei=,ἐκεῖ,adverb,kai\,καί,conjunction,pi/stin,πίστις,noun,a)llh/lois,ἀλλήλων,pronoun,do/te,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)/peita,ἔπειτα,adverb,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,gunai=x',γυνή,noun,u(mw=n,σύ,pronoun,labw\n,λαμβάνω,verb,a)/peis',ἄπειμι,verb,e(/kastos,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,i)/wmen,εἶμι,verb,w(s,ὡς,conjunction,ta/xos,τάχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/g',ἄγε,adverb,o(/pa|,ὅπη,adverb,tu,σύ,pronoun,lh=|s,λάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,to\n,ὁ,article,*di/',Δίη,proper,w(s,ὡς,conjunction,ta/xist',τάχιστος,adjective,a)/ge,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
